roll|name|faction_id|faction_name|legend|type|description|id|
4|SPIRIT OF GORK|ORK|Orks|The Wurrboy stokes the bestial fury of nearby squigs. Eyes aglow with Waaagh! energy, the enraged creatures plunge into enemy lines, tearing the foe apart while their amused riders cling on tightly!|Beasthead Discipline|<b>Blessing:</b> <i>Spirit of Gork</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip01880" data-tooltip-content="#tooltip_content01880" data-tooltip-anchor="#tooltip_content01880"><span class="kwb">SQUIG</span></span> unit within 12" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Each time that unit fights, it can make 1 additional attack with each Big Chompa’s jaws, squighog jaws, smasha squig jaws or squigosaur’s jaws it is equipped with.</li><li>Each time a model in that unit makes an attack with Big Chompa’s jaws, squighog jaws, smasha squig jaws or squigosaur’s jaws, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6, that attack inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.</li></ul>|000005730005|
5|BEASTSCENT|ORK|Orks|The Wurrboy turns his nose to the sky, taking exaggerated sniffs. As he does so, a faint green glow begins to emanate from nearby enemies, telling the Weirdboy’s fellow hunters exactly where to find them.|Beasthead Discipline|<b>Malediction:</b> <i>Beastscent</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that enemy unit does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> against attacks made by <span class="tooltip00685" data-tooltip-content="#tooltip_content00685" data-tooltip-anchor="#tooltip_content00685"><span class="kwb">BEAST</span> <span class="kwb">SNAGGA</span></span> units from your army.|000005730006|
6|SQUIGGLY CURSE|ORK|Orks|The Wurrboy cackles madly as he transforms the foe into a herd of squigs, the now terrified and confused beasts rampaging through their former comrades before bounding away.|Beasthead Discipline|<b>Witchfire:</b> <i>Squiggly Curse</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 12" of this <span class="kwb">PSYKER</span> and roll one D6 for each model in that unit (to a maximum of 6 dice). For each result of 4+, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. If any models in that unit are destroyed by this psychic power, every other enemy unit within 6" of that unit suffers 1 mortal wound.|000005730007|
11|GAZE OF HATE|TS|Thousand Sons|Pure roiling hatred surges through the psyker, becoming first dark fire in their veins then leaping from their eyes in searing columns of annihilating energy. Those struck by them risk being scoured from existence entirely.|Psychic Powers|<b>Witchfire:</b> <i>Gaze of Hate</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span> and roll three D6: for each roll of 4+, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000005891002|
12|TWIST OF FATE|TS|Thousand Sons|One with sufficient willpower and disregard for their own soul can glean forbidden lore by looking upon the unfettered tides of the warp, plucking silvery skeins of fate from amongst the deadly morass and spinning them into nooses for their luckless foes.|Psychic Powers|<b>Malediction:</b> <i>Twist of Fate</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, models in that unit cannot use any <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saves</a>.|000005891003|
13|DARK BLESSING|TS|Thousand Sons|Offering bloody sacrifice to the Dark Gods, the psyker calls down their unbridled generosity upon his foe. Their bodies are wracked by hideous mutations, their sanity collapsing as their mortal forms become a heaving, thrashing mass of horror.|Psychic Powers|<b>Witchfire:</b> <i>Dark Blessing</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy model within 6" of and visible to this <span class="kwb">PSYKER</span> and roll one D6: if the result is greater than the target’s Toughness characteristic, its unit suffers D3+3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000005891004|
21|PRESAGE|TS|Thousand Sons|The psyker reads signs and omens in the ebb and flow of battle, the whirling patterns of smoke, the spatter of blood as blades bite home. These gleaned warnings he passes on to his warriors, the better for them to predict and thus strike down their enemies.|Psychic Powers|<b>Blessing:</b> <i>Presage</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes an attack, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000005891005|
22|SWELLED BY THE WARP|TS|Thousand Sons|The psyker opens a ragged channel to the roiling energies of the warp and funnels them recklessly into a chosen target. That warrior’s form expands with iron-hard muscle, lashing extra limbs, gnashing fangs and vicious talons that allow them to tear a bloody path through the foe.|Psychic Powers|<b>Blessing:</b> <i>Swelled by the Warp</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> model within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 2 to that model’s Strength characteristic and 1 to its Attacks characteristic.|000005891006|
23|TEMPORAL SURGE|TS|Thousand Sons|With a wrench of mind, body and soul the psyker tears ropey strands of temporal energy through the veil from beyond and hurls them out to wind about his allies. Those so blessed are sped into battle all the faster as their garland of stolen time burns swiftly away.|Psychic Powers|<b>Blessing:</b> <i>Temporal Surge</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00420" data-tooltip-content="#tooltip_content00420" data-tooltip-anchor="#tooltip_content00420"><span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> <span class="kwb">INFANTRY</span></span>, <span class="tooltip01778" data-tooltip-content="#tooltip_content01778" data-tooltip-anchor="#tooltip_content01778"><span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> <span class="kwb">CAVALRY</span></span>, or <span class="tooltip01881" data-tooltip-content="#tooltip_content01881" data-tooltip-anchor="#tooltip_content01881"><span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> <span class="kwb">BEASTS</span></span> unit within 6" of this <span class="kwb">PSYKER</span>. That unit can make a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a>.|000005891007|
31|EMPYRIC GUIDANCE|TS|Thousand Sons|The psyker conjures a whirling flock of daemonic imps that bear his comrades’ shells and energy blasts across the battlefield on flickering wings of unholy flame.|Psychic Powers|<b>Blessing:</b> <i>Empyric Guidance</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 4. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 6" to the Range characteristic of <a href="/wh40k9ed/the-rules/core-rules/#RAPID-FIRE">Rapid Fire</a> and <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy weapons</a> models in that unit are equipped with.|000005891008|
32|PSYCHIC STALK|TS|Thousand Sons|Astrally projecting a portion of his soul into the warp, the psyker circles the flickering witchfires of his victims’ souls. Should their mental defences drop for even a moment, he strikes with predatory swiftness.|Psychic Powers|<b>Witchfire:</b> <i>Psychic Stalk</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is not a <span class="kwb">VEHICLE</span>, <span class="kwb">MONSTER</span> or <span class="kwb">CHARACTER</span> within 18" of and visible to this <span class="kwb">PSYKER</span>. Roll 2D6: if the result is greater than the unmodified Leadership characteristic of that unit, one model in that unit selected by your opponent is slain.|000005891009|
33|DESECRATION OF WORLDS|TS|Thousand Sons|The worlds of the galaxy shall tremble and shatter beneath the dolorous tread of the Heretic Astartes, starting with this one! The psyker pours their rage and contempt into the bedrock of the battlefield, tainting it with their warpcraft even as they shatter it apart.|Psychic Powers|<b>Malediction:</b> <i>Desecration of Worlds</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 24" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time that unit makes a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a>, <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>, <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a> or makes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, roll one D6 for each model in that unit. For each result of 6, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000005891010|
11|TZEENTCH’S FIRESTORM|TS|Thousand Sons|The psyker conjures a raging storm of pink and blue fire down from the skies, that mutates his foes and leaves capering daemons that claw and bite in its wake.|Psychic Powers|<b>Witchfire:</b> <i>Tzeentch’s Firestorm</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span> and roll nine D6. For each roll of 6, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>. If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was an unmodified 9+, that enemy unit suffers 1 mortal wound for each roll of 5+ instead.|000002655002|
12|GLAMOUR OF TZEENTCH|TS|Thousand Sons|The psyker twists and obscures the perceptions of his foes to the point that his allies become all but invisible.|Psychic Powers|<b>Blessing:</b> <i>Glamour of Tzeentch</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time an attack is made against that unit, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000002655003|
13|DOOMBOLT|TS|Thousand Sons|The psyker hurls a bolt of roiling energy that horribly twists its target into abhorrent and mutated new shapes.|Psychic Powers|<b>Witchfire:</b> <i>Doombolt</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, the closest enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span> suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000002655004|
21|TEMPORAL MANIPULATION|TS|Thousand Sons|Fashioning a pocket of dilated time around an injured ally, the psyker accelerates the rate at which their flesh reknits.|Psychic Powers|<b>Blessing:</b> <i>Temporal Manipulation</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> model (excluding <span class="kwb">VEHICLES</span>) within 12" of this <span class="kwb">PSYKER</span>. That model is healed and regains up to D3 lost wounds. Each model can only be healed once per turn.|000002655005|
22|WEAVER OF FATES|TS|Thousand Sons|The skeins of the future are laid bare to the psyker, revealing the fates of battle. Forewarned of imminent danger, his warriors dodge bullets and sword blows with seemingly supernatural reflexes.|Psychic Powers|<b>Blessing:</b> <i>Weaver of Fates</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, models in that unit have a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|000002655006|
23|BALEFUL DEVOLUTION|TS|Thousand Sons|Transmogrifying energies erupt from the psyker’s eyes, playing across the enemy’s ranks and reducing their proud warriors to mewling beasts.|Psychic Powers|<b>Witchfire:</b> <i>Baleful Devolution</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span> that contains 6 or more models. Roll a number of D6 equal to the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a>: for each roll of 6, that enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|000002655007|
31|CACODAEMONIC CURSE|TS|Thousand Sons|With dark invocations, the psyker summons cackling daemon imps to infest the enemy’s weapons.|Psychic Powers|<b>Malediction:</b> <i>Cacodaemonic Curse</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract 1 from the Strength characteristic of ranged weapons models in that unit are equipped with.|000002655008|
32|PYRIC FLUX|TS|Thousand Sons|The psykers makes themselves into a bounteous font of unholy warpflame.|Psychic Powers|<b>Blessing:</b> <i>Pyric Flux</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00691" data-tooltip-content="#tooltip_content00691" data-tooltip-anchor="#tooltip_content00691"><span class="kwb">ARCANA</span> <span class="kwb">ASTARTES</span></span> unit within 12" of this <span class="kwb">PSYKER</span>. Until the end of the turn, add 1 to the Strength characteristic of all warpflamers, warpflame pistols and heavy warpflamers (and any Relics that replace one of these weapons) that models in that unit are equipped with.|000002655009|
33|PERPLEX|TS|Thousand Sons|With perspective-warping illusions the psyker obfuscates his enemies’ vision, rendering their targets fluid and indistinct.|Psychic Powers|<b>Malediction:</b> <i>Perplex</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 24" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time that unit is selected to shoot, units more than 24" away cannot be selected as the target of ranged attacks.|000002655010|
1|Synaptic Barrier|TYR|Tyranids|The synapse creature creates a physical barrier of synaptic energy, shielding Tyranid beasts from attack.|Army of Renown: Crusher Stampede|<b>Blessing:</b> <i>Synaptic Barrier</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">CRUSHER</span> <span class="kwb">STAMPEDE</span> model within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that model has a 4+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|000006169002|
2|Aggressive Surge|TYR|Tyranids|The Hive Mind fills select beasts with ferocious energy that drives them to attack with unbounded aggression.|Army of Renown: Crusher Stampede|<b>Blessing:</b> <i>Aggressive Surge</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">CRUSHER</span> <span class="kwb">STAMPEDE</span> model within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add D3 to the Attacks characteristic of that model.|000006169003|
3|Infused Energies|TYR|Tyranids|Through synaptic conduits, the Hive Mind imbues creatures of its horde with even greater energy and ferocity|Army of Renown: Crusher Stampede|<b>Blessing:</b> <i>Infused Energies</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">CRUSHER</span> <span class="kwb">STAMPEDE</span> unit (excluding <span class="tooltip01882" data-tooltip-content="#tooltip_content01882" data-tooltip-anchor="#tooltip_content01882"><span class="kwb">SYNAPSE</span></span> units) within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a melee attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000006169004|
|UNDERMINE|GC|Genestealer Cults|Just as the dark depths below serve to shelter the Cult of the Four-armed Emperor, so too can they be psychically opened into an abyss that swallows their enemies whole.|Broodmind Discipline|<b>Malediction:</b> <i>Undermine</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit (excluding units that can <a href="/wh40k9ed/the-rules/core-rules/#Flying"><span class="kwb">FLY</span></a>) within 18" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Subtract 3" from the Move characteristic of models in that unit (to a minimum of 0").</li><li>Halve <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance rolls</a> made for that unit.</li><li>Subtract 2 from <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for that unit.</li></ul>|000006292002|
|SYNAPTIC BLAST|GC|Genestealer Cults|When the forces of the Hivecult fight, their residual psychic energy is palpable to their psykers, who allow its immense power to flow through them before unleashing it upon the enemy in a devastating blast.|Broodmind Discipline|<b>Witchfire:</b> <i>Synaptic Blast</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, roll one D6, adding 2 to the result for each friendly <span class="tooltip01858" data-tooltip-content="#tooltip_content01858" data-tooltip-anchor="#tooltip_content01858"><span class="kwb">HIVECULT</span> <span class="kwb">CORE</span></span> unit within 6" of this <span class="kwb">PSYKER</span>:<br><ul><li>If the result is less than the Movement characteristic of the closest enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>, that enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.</li><li>If the result is equal to or greater than the Movement characteristic of the closest enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>, that enemy unit suffers 3 mortal wounds.</li></ul>|000006295002|
|BROODVOLT SURGE (AURA)|GC|Genestealer Cults|Syphoning off the merest portion of the Broodmind’s energetic potential, the psyker melds it with the bioelectric fields of nearby faithful and wreathes them in a crackling protective aura.|Broodmind Discipline|<b>Blessing:</b> <i>Broodvolt Surge</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, while a friendly <span class="kwb">BLADED</span> <span class="kwb">COG</span> unit is within 3" of this <span class="kwb">PSYKER</span>, each time an attack with a Damage characteristic of 1 is allocated to a model in that unit, add 1 to any armour <a href="/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw">saving throw</a> made against that attack.|000006298002|
|ENTROPIC TOUCH|GC|Genestealer Cults|This warlords very touch is metallophagic, unleashing microscopic organisms that gnaw away at the enemy’s armour and cause it to corrode and fall apart.|Broodmind Discipline|<ul><li>Each time this <span class="kwb">WARLORD</span> makes a melee attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 2 additional hits.</li><li>Improve the Armour Penetration characteristic of melee weapons this <span class="kwb">WARLORD</span> is equipped with by 1 (excluding Relics).</li></ul>|000006299002|
|INESCAPABLE DECAY|GC|Genestealer Cults|With but a glance and a hand gesture from a Rusted Claw psyker, the target is seized by swift entropy. Iron rusts, copper is stained with verdigris and fluids desiccate. Weakened in such a way, the enemy is then set upon and ripped apart by the psyker’s cultist brethren.|Broodmind Discipline|<b>Malediction:</b> <i>Inescapable Decay</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a friendly <span class="kwb">RUSTED</span> <span class="kwb">CLAW</span> model makes an attack against that enemy unit, improve the Armour Penetration characteristic of that attack by 1.|000006301002|
|LAST GASP|GC|Genestealer Cults|The psyker sends their powers flowing out to fill the minds of the faithful with visions of ascension and unity. Borne up by fervent rapture, the cultists fight on until - or sometimes even after - the last spark of life has left their bodies.|Broodmind Discipline|<b>Blessing:</b> <i>Last Gasp</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="tooltip00598" data-tooltip-content="#tooltip_content00598" data-tooltip-anchor="#tooltip_content00598"><span class="kwb">PAUPER</span> <span class="kwb">PRINCES</span> <span class="kwb">CORE</span></span> unit within 18" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit is destroyed by a melee attack, roll one D6: on a 5+, after the attacking model’s unit has finished making its attacks, it suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> (a unit can suffer a maximum of 5 mortal wounds per phase as a result of this psychic power).|000006304002|
|MUTAGENIC DEVIATION|GC|Genestealer Cults|The psykers of the Twisted Helix have learned to send trigger impulses through the Broodmind, which awaken rampant mutagenic strains within the bodies of the faithful. Those affected sprout chitinous blades, wicked fangs and lashing tendrils with which to bloodily dismember their foes.|Broodmind Discipline|<b>Blessing:</b> <i>Mutagenic Deviation</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">TWISTED</span> <span class="kwb">HELIX</span> unit within 12" of and visible to this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a melee attack, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 automatically wounds the target.|000006307002|
1|RITUAL SHACKLE|INQ|Inquisition|Through the occult imposition of psychic bonds, this psyker weaves a web of sanctified wards around the foe, sapping their spiritual and physical strength.|Telethesia Discipline|<b>Malediction:</b> <i>Ritual Shackle</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"><span class="kwb">PSYKER</span></a>. Until your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>Subtract 1 from <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a> made for that enemy unit.</li><li>Each time a model in that unit makes a melee attack, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.</li></ul>If the result of the Psychic test was 10 or more, you can select one enemy unit within 24" of this <span class="kwb">PSYKER</span>, instead of within 18".|000006551002|
