datasheet_id|line|name|M|WS|BS|S|T|W|A|Ld|Sv|Cost|cost_description|models_per_unit|cost_including_wargear|base_size|base_size_descr|
000001112|1|Flesh Hound|10"|3+|-|4|4|2|2|7|6+|16||5-20|false|60 x 35mm||
000001112|2|Gore Hound|10"|3+|6+|4|4|2|2|7|6+|26||0-4|false|60 x 35mm||
000001114|1|Bloodletter|6"|3+|3+|4|3|1|1|7|6+|8||9-29|false|32mm||
000001114|2|Bloodreaper|6"|3+|3+|4|3|1|2|7|6+|8||1|false|32mm||
000001115|1|Bloodcrusher|8"|3+|3+|5|4|4|3|7|4+|40||2-11|false|90 x 52mm||
000001115|2|Bloodhunter|8"|3+|3+|5|4|4|4|7|4+|40||1|false|90 x 52mm||
000001116|1|Skull Cannon|6"|3+|3+|5|7|7|2|7|3+|90||1|false|120 x 92mm||
000001117|1|Kairos Fateweaver|12"|3+|2+|6|7|16|5|10|6+|270||1|false|100mm||
000001118|1|The Changeling|6"|4+|3+|3|3|4|2|8|6+|105||1|false|40mm||
000001119|1|The Blue Scribes|12"|4+|4+|3|3|4|2|8|6+|90||1|false|60mm flying base||
000001120|1|Lord of Change|12"|2+|2+|6|7|16|5|10|6+|300||1|false|100mm||
000001124|1|Pink Horror|6"|4+|4+|3|3|1|1|7|6+|8||10-30|false|32mm||
000001124|2|Blue Horror|6"|5+|-|2|3|1|1|7|6+|7||10-30|false|25mm||
000001124|3|Pair of Brimstone Horrors|6"|5+|-|1|3|1|2|7|6+|5||10-30|false|25mm||
000001124|4|Iridescent Horror|6"|4+|4+|3|3|1|2|7|6+|8||0-1|false|32mm||
000001125|1|Flamer|12"|5+|3+|4|4|2|2|7|6+|20||2-8|false|32mm||
000001125|2|Pyrocaster|12"|5+|3+|4|4|2|3|7|6+|20||1|false|32mm||
000001126|1|Exalted Flamer|10"|3+|3+|5|4|4|3|8|6+|60||1|false|75 x 42mm||
000001127|1|Screamer|16"|4+|-|4|4|2|3|7|6+|26||3-9|false|32mm flying base||
000001128|1|Burning Chariot|14"|4+|3+|5|5|8|3|8|5+|110||1|false|120 x 92mm||
000001129|1|Epidemius|5"|2+|2+|5|5|8|4|8|6+|105||1|false|60mm||
000001130|1|Great Unclean One|7"|2+|3+|7|7|18|5|10|6+|240||1|false|130mm||
000001132|1|Plaguebearer|5"|4+|4+|4|4|1|1|7|6+|9||9-29|false|32mm||
000001132|2|Plagueridden|5"|4+|4+|4|4|1|2|7|6+|9||1|false|32mm||
000001133|1|Nurgling Swarm|5"|4+|4+|2|2|4|4|7|6+|25||3-9|false|40mm||
000001134|1|Beast of Nurgle|6"|4+|-|4|5|5|D6|7|6+|35||1-9|false|60mm||
000001135|1|Plague Drone|10"|4+|4+|4|5|4|1|7|6+|35||2-8|false|60mm||
000001135|2|Plaguebringer|10"|4+|4+|4|5|4|2|7|6+|35||1|false|60mm||
000001136|1|The Masque of Slaanesh|8"|2+|2+|4|3|4|5|8|6+|85||1|false|32mm||
000001137|1|Keeper of Secrets|14"|2+|2+|6|7|16|6|10|6+|230||1|false|100mm||
000001138|1|Herald of Slaanesh|7"|2+|2+|4|3|4|4|8|6+|55||1|false|25mm||
000001139|1|Herald of Slaanesh on Steed|14"|2+|2+|4|3|5|4|8|6+|82||1|true|60 x 35mm||
000001140|1|Herald of Slaanesh on Seeker Chariot|12"|2+|2+|4|5|7|6|8|4+|95||1|false|120 x 92mm||
000001141|1|Herald of Slaanesh on Exalted Seeker Chariot|12"|2+|2+|4|5|12|8|8|4+|130||1|false|120 x 92mm||
000001142|1|Daemonette|7"|3+|3+|3|3|1|2|7|6+|7||9-29|false|25mm||
000001142|2|Alluress|7"|3+|3+|3|3|1|3|7|6+|7||1|false|25mm||
000001143|1|Fiend|14"|3+|-|4|4|4|4|7|6+|40||1-9|false|75 x 42mm||
000001143|2|Blissbringer|14"|3+|-|4|4|4|5|7|6+|45||0-1|false|75 x 42mm||
000001144|1|Hellflayer|12"|3+|3+|4|5|6|5|8|4+|80||1|false|120 x 92mm||
000001145|1|Seeker|14"|3+|3+|3|3|2|2|7|6+|16||4-19|false|60 x 35mm||
000001145|2|Heartseeker|14"|3+|3+|3|3|2|3|7|6+|16||1|false|60 x 35mm||
000001146|1|Seeker Chariot|12"|3+|3+|4|5|6|5|8|4+|60||1|false|120 x 92mm||
000001147|1|Exalted Seeker Chariot|12"|2+|3+|4|5|12|8|8|4+|80||1|false|120 x 92mm||
000001148|1|Be’lakor|12"|2+|2+|8|7|16|6|9|6+|380||1|false|100mm||
000001149|1|Daemon Prince of Chaos|8"|2+|2+|7|6|8|4|9|3+|150||1|false|60mm||
000001150|1|Fury|12"|4+|-|4|3|1|2|6|6+|9||5-20|false|25mm||
000001151|1|Soul Grinder|8"|4+|4+|8|7|14|5|7|3+|160||1|false|Use model||
000001153|1|Deimos Predator|12"|6+|3+|6|7|11|3|8|3+|115||1|false|Use model||
000001154|1|Vindicator Laser Destroyer|10"|6+|3+|6|8|11|3|8|3+|175||1|false|Use model||
000001156|1|Land Raider Proteus|10"|6+|3+|8|8|16|6|9|2+|220||1|false|Use model||
000001157|1|Land Raider Helios|10"|6+|3+|8|8|16|6|9|2+|260||1|false|Use model||
000001158|1|Land Raider Prometheus|10"|6+|3+|8|8|16|6|9|2+|295||1|false|Use model||
000001159|1|Land Raider Achilles|10"|6+|3+|8|8|16|6|9|2+|270||1|false|Use model||
000001160|1|Sicaran Battle Tank|14"|6+|3+|6|7|14|3|8|2+|165||1|false|Use model||
000001161|1|Sicaran Venator|14"|6+|3+|6|7|14|3|8|2+|170||1|false|Use model||
000001162|1|Sicaran Punisher|14"|6+|3+|6|7|14|3|8|2+|155||1|false|Use model||
000001163|1|Spartan|10"|5+|3+|8|8|20|6|9|2+|420||1|false|Use model||
000001164|1|Typhon|10"|5+|3+|8|8|20|6|9|2+|320||1|false|Use model||
000001165|1|Cerberus|10"|5+|3+|8|8|20|6|9|2+|370||1|false|Use model||
000001166|1|Fellblade|10"|5+|3+|8|8|26|6|9|2+|550||1|false|Use model||
000001167|1|Falchion|10"|5+|3+|8|8|26|6|9|2+|550||1|false|Use model||
000001168|1|Mastodon|10"|5+|3+|9|9|30|6|9|2+|750||1|false|Use model||
000001169|1|Mortis Dreadnought|6"|3+|3+|6|7|8|4|8|3+|135||1|false|60mm||
000001172|1|Chaplain Venerable Dreadnought|6"|2+|2+|6|7|8|5|10|3+|175||1|false|60mm||
000001173|1|Relic Contemptor Dreadnought|8"|3+|3+|7|7|9|4|8|3+|140||1|false|60mm||
000001174|1|Deredeo Dreadnought|8"|3+|3+|6|7|12|4|8|3+|190||1|false|80mm||
000001175|1|Leviathan Dreadnought|8"|3+|3+|7|7|14|4|8|2+|220||1|false|80mm||
000001176|1|Land Speeder Tempest|16"|6+|3+|4|6|7|2|7|3+|110||1-3|false|65mm||
000001177|1|Javelin Attack Speeder|16"|3+|3+|4|6|9|2|7|3+|115||1|false|65mm||
000001178|1|Xiphon Interceptor|20-60"|6+|3+|6|7|12|3|8|3+|235||1|false|120 x 92mm flying base||
000001179|1|Storm Eagle Gunship|20-45"|6+|3+|8|7|18|6|9|3+|335||1|false|120 x 92mm flying base||
000001181|1|Fire Raptor Gunship|20-45"|6+|3+|8|7|18|6|9|3+|340||1|false|120 x 92mm flying base||
000001182|1|Caestus Assault Ram|20-45"|5+|3+|8|7|20|6|9|3+|320||1|true|120 x 92mm flying base||
000001183|1|Thunderhawk Gunship|20-50"|6+|3+|10|8|30|6|9|2+|800||1|false|120 x 92mm flying base||
000001184|1|Thunderhawk Transporter|20-45"|6+|3+|10|8|30|6|9|2+|600||1|true|120 x 92mm flying base||
000001185|1|Sokar-pattern Stormbird|20-50"|6+|3+|10|8|40|6|9|2+|1000||1|false|Use model||
000001186|1|Damocles Command Rhino|12"|6+|3+|6|7|10|3|8|3+|90||1|false|Use model||
000001187|1|Whirlwind Hyperios|12"|6+|3+|6|7|11|3|8|3+|130||1|false|Use model||
000001188|1|Whirlwind Scorpius|12"|6+|3+|6|7|11|3|8|3+|170||1|false|Use model||
000001189|1|Rapier Carrier|4"|3+|3+|4|5|5|2|7|3+|75||1|false|Use model||
000001190|1|Tarantula Sentry Gun|-|-|4+|4|5|4|-|7|3+|40||1-3|false|Use model||
000001191|1|Tarantula Air Defence Gun|-|-|4+|4|5|4|-|7|3+|40||1-3|false|Use model||
000001192|1|Dreadnought Drop Pod|-|-|-|6|6|8|-|8|3+|70||1|false|Use model||
000001193|1|Deathstorm Drop Pod|-|-|4+|6|6|8|-|8|3+|120||1|false|Use model||
000001196|1|Land Raider Banisher|10"|6+|3+|8|8|16|6|9|2+|245||1|false|Use model||
000001197|1|Grey Knights Thunderhawk Gunship|20-50"|6+|3+|10|8|30|6|9|2+|800||1|false|Use model||
000001198|1|Inquisition Land Raider Prometheus|10"|6+|3+|8|8|16|6|9|2+|295||1|false|Use model||
000001199|1|Repressor|12"|5+|3+|6|7|12|3|8|3+|85||1|false|Use model||
000001200|1|Lord High Commander Carab Culln|5"|2+|2+|4|4|7|6|9|2+|170||1|false|40mm||
000001201|1|Lugft Huron|5"|2+|2+|4|4|7|4|9|2+|160||1|false|40mm||
000001202|1|Armenneus Valthex|6"|3+|2+|4|4|5|3|8|2+|105||1|false|40mm||
000001203|1|Corien Sumatris|6"|2+|2+|4|4|5|4|9|3+|100||1|false|||
000001204|1|Carnac Commodus|6"|2+|3+|4|4|5|3|8|3+|90||1|true|||
000001205|1|Asterion Moloc|5"|2+|2+|4|4|7|5|9|2+|170||1|false|40mm||
000001206|1|Ivanus Enkomi|6"|2+|3+|4|4|5|4|9|3+|100||1|false|25mm||
000001207|1|Sevrin Loth|6"|3+|3+|4|4|5|3|9|3+|135||1|false|25mm||
000001208|1|Tyberos the Red Wake|5"|2+|2+|4|4|6|6|9|2+|160||1|false|40mm||
000001209|1|Chaplain Dreadnought Titus|6"|2+|2+|6|7|9|5|10|3+|180||1|true|60mm||
000001210|1|Anton Narvaez|6"|2+|2+|4|4|5|4|9|3+|110||1|true|||
000001211|1|Tarnus Vale|6"|2+|2+|4|4|5|4|9|3+|110||1|true|||
000001212|1|Lias Issodon|7"|2+|2+|4|4|6|5|9|3+|165||1|false|||
000001213|1|Malakim Phoros|6"|2+|2+|4|4|6|5|9|3+|145||1|true|32mm||
000001214|1|Mordaci Blaylock|5"|2+|2+|4|4|6|4|9|2+|125||1|true|||
000001215|1|Pellas Mir’san|6"|2+|2+|4|4|6|4|9|2+|100||1|true|||
000001216|1|Bray’arth Ashmantle|6"|2+|2+|8|7|8|6|9|2+|220||1|false|60mm||
000001217|1|Harath Shen|6"|3+|3+|4|4|4|3|8|3+|120||1|true|||
000001218|1|Ahazra Redth|6"|3+|3+|4|4|4|3|9|2+|125||1|true|||
000001219|1|Thulsa Kane|6"|2+|3+|4|4|4|4|9|3+|140||1|true|||
000001220|1|Silas Alberec|6"|2+|2+|5|4|5|4|9|3+|110||1|true|||
000001221|1|Elam Courbray|12"|2+|2+|4|4|5|4|9|3+|110||1|true|||
000001222|1|Vaylund Cal|6"|2+|2+|4|4|6|5|9|2+|165||1|true|||
000001223|1|Zhrukhal Androcles|6"|2+|2+|4|4|5|4|9|3+|95||1|true|||
000001224|1|Hector Rex|5"|2+|3+|4|3|6|4|9|2+|100||1|false|40mm||
000001225|1|Solomon Lok|6"|3+|3+|3|3|5|4|9|3+|75||1|false|25mm||
000001226|1|Hecaton Aiakos|8"|2+|2+|7|7|9|5|9|3+|160||1|false|60mm||
000001237|1|Valkyrie Sky Talon|20-45"|6+|4+|7|7|14|3|7|3+|115||1|false|120 x 92mm flying base||
000001249|1|Renegade Commander|6"|3+|3+|3|3|4|3|8|5+|35||1|false|25mm||
000001250|1|Malefic Lord|6"|4+|4+|3|3|4|3|8|7+|50||1|true|25mm||
000001251|1|Rogue Psyker|6"|5+|5+|3|3|3|1|8|7+|35||5|true|25mm||
000001252|1|Renegade Cultist|6"|4+|4+|3|3|1|1|5|6+|5||9-29|false|25mm||
000001252|2|Renegade Cultist Champion|6"|4+|4+|3|3|1|2|6|6+|5||1|false|25mm||
000001253|1|Renegade Militia|6"|4+|4+|3|3|1|1|6|6+|6||9-19|false|25mm||
000001253|2|Renegade Militia Champion|6"|4+|4+|3|3|1|2|7|6+|6||1|false|25mm||
000001253|3|Renegade Militia Weapons Team|6"|4+|4+|3|3|2|2|6|6+|12||0-2|false|25mm||
000001254|1|Renegade Mutant|6"|4+|4+|3|3|1|1|5|6+|7||9-29|false|||
000001254|2|Renegade Mutant Champion|6"|4+|4+|3|3|1|2|6|6+|7||1|false|||
000001255|1|Chaos Spawn|7"|4+|-|5|5|4|D6|9|5+|23||1-5|true|50mm||
000001256|1|Renegade Disciples|6"|3+|3+|3|3|1|1|6|6+|6||4-14|false|||
000001256|2|Renegade Disciple Weapon Team|6"|3+|3+|3|3|2|2|6|6+|12||0-1|false|||
000001257|1|Renegade Disciples|6"|3+|3+|3|3|1|1|6|6+|7||4-14|false|||
000001257|2|Renegade Disciple Champion|6"|3+|3+|3|3|1|2|7|6+|7||1|false|||
000001257|3|Renegade Disciple Weapon Team|6"|3+|3+|3|3|2|2|6|6+|14||0-1|false|||
000001258|1|Renegade Enforcer|6"|3+|3+|3|3|4|3|8|5+|23||1|false|25mm||
000001259|1|Marauder|6"|3+|3+|3|3|1|2|7|4+|9||4-9|false|||
000001259|2|Brute|6"|3+|5+|5|3|3|3|7|4+|9||0-2|false|||
000001259|3|Marauder Chief|6"|3+|3+|3|3|2|2|8|4+|9||1|false|||
000001260|1|Ogryn Pack Master|6"|3+|4+|5|5|3|3|7|5+|15||1|false|40mm||
000001260|2|Chaos Mauler Hounds|6"|3+|-|5|5|2|2|6|5+|15||3-6|false|60 x 35mm||
000001261|1|Ogryn Brute|6"|3+|4+|5|5|3|3|7|5+|32||3-12|false|40mm||
000001262|1|Plague Ogryn|6"|3+|4+|5|5|3|3|7|5+|35||3-9|true|40mm||
000001263|1|Renegade Heavy Weapons Team|6"|4+|4+|3|3|2|2|6|6+|12||3-6|false|40mm||
000001264|1|Chimera|12"|6+|4+|6|7|10|3|7|3+|65||1|false|Use model||
000001265|1|Hellhound|12"|6+|4+|6|7|11|3|7|3+|110||1-3|false|Use model||
000001265|2|Devil Dog|0"|6+|-|6|7|11|0|7|3+|110|||false|Use model||
000001265|3|Bane Wolf|0"|6+|-|6|7|11|0|7|3+|100|||false|Use model||
000001266|1|Scout Sentinel|9"|4+|4+|5|5|6|1|7|4+|40||1-3|false|60mm||
000001267|1|Armoured Sentinel|8"|4+|4+|5|6|6|1|7|3+|40||1-3|false|60mm||
000001268|1|Salamander Scout Tank|12"|6+|4+|6|7|10|3|7|3+|75||1-3|false|Use model||
000001269|1|Arvus Lighter|20-30"|6+|4+|5|6|8|1|7|3+|85||1|false|120 x 92mm flying base||
000001270|1|Valkyrie|20-45"|6+|4+|7|7|14|3|7|3+|120||1-3|false|120 x 92mm flying base||
000001271|1|Leman Russ Battle Tank|0"|6+|-|7|8|12|0|7|3+|140||1-3|false|Use model||
000001273|1|Basilisk|12"|6+|4+|6|6|11|3|7|3+|125||1-3|false|Use model||
000001274|1|Medusa Carriage|-|4+|4+|3|6|7|5|7|4+|120||1-3|false|Use model||
000001275|1|Griffon Mortar Carrier|8"|6+|4+|7|7|11|3|7|3+|85||1-3|false|Use model||
000001276|1|Wyvern|12"|6+|4+|6|6|11|3|7|3+|135||1-3|false|Use model||
000001277|1|Hydra|12"|6+|4+|6|6|11|3|7|3+|110||1-3|false|Use model||
000001278|1|Colossus Bombard|8"|6+|4+|7|8|12|3|7|3+|150||1-3|false|Use model||
000001280|1|Rapier Laser Destroyer|4"|4+|4+|3|5|4|2|7|3+|85||1-3|false|Use model||
000001281|1|Heavy Quad Launcher|-|4+|4+|3|6|6|3|7|4+|90||1-3|false|Use model||
000001282|1|Heavy Mortar|-|4+|4+|3|6|7|3|7|4+|70||1-3|false|Use model||
000001283|1|Malcador|10"|6+|4+|7|8|18|3|7|3+|210||1|false|Use model||
000001284|1|Minotaur|10"|6+|4+|7|8|22|6|8|2+|300||1|false|Use model||
000001285|1|Malcador Defender|10"|6+|4+|7|8|18|3|7|3+|260||1|false|Use model||
000001286|1|Baneblade|10"|5+|4+|9|8|26|9|8|2+|410||1|false|Use model||
000001287|1|Armageddon-pattern Medusa|12"|6+|4+|6|7|11|3|7|3+|140||1-3|false|Use model||
000001288|1|Earthshaker Carriage|-|4+|4+|3|6|7|5|7|4+|120||1-3|false|Use model||
000001289|1|Macharius|10"|6+|4+|7|8|22|6|8|2+|310||1|false|Use model||
000001290|1|Macharius Omega|10"|5+|4+|8|8|22|3|8|2+|340||1|false|Use model||
000001291|1|Macharius Vanquisher|10"|6+|4+|7|8|22|6|8|2+|310||1|false|Use model||
000001292|1|Macharius Vulcan|10"|6+|4+|7|8|22|6|8|2+|340||1|false|Use model||
000001293|1|Blood Slaughterer|10"|3+|3+|7|7|9|5|8|3+|140||1|false|Use model||
000001294|1|Greater Blight Drone|14"|3+|3+|6|7|9|4|8|3+|125||1|false|60mm||
000001295|1|Decimator|9"|3+|3+|7|7|12|5|8|3+|160||1|false|60mm||
000001296|1|Plague Hulk of Nurgle|7"|4+|4+|8|8|14|5|7|3+|190||1|true|Use model||
000001297|1|Kytan Ravager|12"|3+|3+|8|8|26|5|9|3+|440||1|false|170 x 109mm||
000001298|1|Greater Brass Scorpion|12"|3+|3+|8|8|28|6|9|3+|475||1|false|Use model||
000001299|1|Chaos Contemptor Dreadnought|8"|3+|3+|7|7|9|4|8|3+|140||1|false|60mm||
000001300|1|Chaos Land Raider Proteus|10"|6+|3+|8|8|16|6|9|2+|220||1|false|Use model||
000001301|1|Chaos Land Raider Achilles|10"|6+|3+|8|8|16|6|9|2+|270||1|false|Use model||
000001302|1|Chaos Deimos Predator|12"|6+|3+|6|7|11|3|8|3+|115||1|false|Use model||
000001303|1|Chaos Whirlwind Scorpius|12"|6+|3+|6|7|11|3|8|3+|170||1|false|Use model||
000001304|1|Hellforged Sicaran|14"|6+|3+|6|7|14|3|8|2+|165||1|false|Use model||
000001305|1|Chaos Sicaran Venator|14"|6+|3+|6|7|14|3|8|2+|170||1|false|Use model||
000001306|1|Chaos Spartan|10"|5+|3+|8|8|20|6|9|2+|420||1|false|Use model||
000001307|1|Chaos Deredeo Dreadnought|8"|3+|3+|6|7|12|4|8|3+|190||1|false|80mm||
000001308|1|Chaos Rapier Carrier|4"|3+|3+|4|5|5|2|7|3+|75||1|false|Use model||
000001309|1|Chaos Leviathan Dreadnought|8"|3+|3+|7|7|14|4|8|2+|220||1|false|80mm||
000001310|1|Dreadclaw Drop Pod|12"|4+|-|6|6|9|4|8|3+|115||1|false|Use model||
000001311|1|Kharybdis Assault Claw|15"|4+|4+|8|8|20|4|8|3+|400||1|false|Use model||
000001312|1|Chaos Cerberus|10"|5+|3+|8|8|20|6|9|2+|370||1|false|Use model||
000001313|1|Chaos Typhon|10"|5+|3+|8|8|20|6|9|2+|320||1|false|Use model||
000001314|1|Chaos Fellblade|10"|5+|3+|8|8|26|6|9|2+|550||1|false|Use model||
000001315|1|Chaos Falchion|10"|5+|3+|8|8|26|6|9|2+|550||1|false|Use model||
000001316|1|Chaos Mastodon|10"|5+|3+|9|9|30|6|9|2+|750||1|false|Use model||
000001317|1|Hell Blade|20"-60"|6+|3+|6|6|9|2|8|3+|135||1|false|120 x 92mm flying base||
000001318|1|Hell Talon|20"-60"|6+|3+|7|7|14|6|8|3+|210||1|false|120 x 92mm flying base||
000001319|1|Chaos Storm Eagle Gunship|20"-45"|6+|3+|8|7|18|6|9|3+|335||1|false|120 x 92mm flying base||
000001320|1|Chaos Fire Raptor Gunship|20"-45"|6+|3+|8|7|18|6|9|3+|340||1|false|120 x 92mm flying base||
000001321|1|Chaos Thunderhawk Gunship|20"-50"|6+|3+|10|8|30|6|9|2+|800||1|false|120 x 92mm flying base||
000001322|1|Chaos Sokar-pattern Stormbird|20-50"|6+|3+|10|8|40|6|9|2+|1000||1|false|120 x 92mm flying base||
000001323|1|Chaos Xiphon Interceptor|20"-60"|6+|3+|6|7|12|3|8|3+|235||1|false|120 x 92mm flying base||
000001324|1|Zhufor the Impaler|5"|2+|2+|5|4|6|6|9|2+|140||1|true|40mm||
000001325|1|Necrosius the Undying|5"|3+|3+|4|5|5|5|8|3+|120||1|true|32mm||
000001326|1|Lord Arkos|6"|2+|2+|4|4|5|6|9|3+|120||1|true|||
000001327|1|Chaos Hellwright|6"|3+|2+|5|5|4|3|9|2+|85||1|true|40mm||
000001328|1|Chaos Hellwright on Dark Abeyant|8"|3+|2+|5|6|6|3|9|2+|120||1|true|60mm||
000001329|1|An’ggrath the Unbound|16"|2+|4+|10|8|24|8|10|2+|500||1|false|130mm||
000001330|1|Uraka the Warfiend|8"|2+|3+|7|6|9|6|9|3+|145||1|false|60mm||
000001331|1|Samus|9"|2+|4+|7|7|12|6|9|4+|200||1|true|130mm||
000001332|1|Zarakynel|14"|2+|3+|7|7|18|6|10|4+|400||1|false|105 x 70mm||
000001333|1|Aetaos’rau’keres|18"|2+|2+|8|8|27|6|10|3+|650||1|false|130mm||
000001334|1|Mamon Transfigured|6"|2+|3+|7|7|9|5|9|5+|130||1|false|60mm||
000001335|1|Cor’bax Utterblight|8"|2+|3+|7|8|12|5|9|6+|180||1|false|120 x 92mm||
000001336|1|Plague Toad|8"|4+|4+|5|5|4|3|7|6+|38||3-6|true|60mm||
000001337|1|Pox Rider|8"|4+|4+|5|5|5|3|7|6+|45||3-6|false|60mm||
000001338|1|Spined Chaos Beast|10"|3+|4+|7|7|12|5|9|4+|150||1|true|||
000001339|1|Giant Chaos Spawn|8+D6"|4+|4+|6|6|10|6+D6|9|4+|140||1|true|100mm||
000001340|1|Scabeiathrax the Bloated|8"|2+|3+|8|8|21|5|10|6+|425||1|false|Use model||
000001343|1|Chaos Vindicator Laser Destroyer|10"|6+|3+|6|8|11|3|8|3+|175||1|false|Use model||
000001344|1|Primaris Captain|6"|2+|2+|4|4|6|5|9|3+|90||1|false|40mm||
000001345|1|Primaris Librarian|6"|3+|3+|4|4|5|4|9|3+|95||1|false|40mm||
000001346|1|Primaris Chaplain|6"|2+|3+|4|4|5|4|9|3+|85||1|false|40mm||
000001347|1|Lieutenant|6"|2+|2+|4|4|4|3|8|3+|70||1|false|32mm||
000001348|1|Primaris Apothecary|6"|3+|3+|4|4|5|4|8|3+|80||1|false|40mm||
000001349|1|Reiver|6"|3+|3+|4|4|2|2|7|3+|18||4-9|false|32mm||
000001349|2|Reiver Sergeant|6"|3+|3+|4|4|2|3|8|3+|18||1|false|32mm||
000001350|1|Aggressor|5"|3+|3+|4|5|3|3|7|3+|40||2-5|false|40mm||
000001350|2|Aggressor Sergeant|5"|3+|3+|4|5|3|4|8|3+|40||1|false|40mm||
000001351|1|Redemptor Dreadnought|8"|3+|3+|7|7|13|4|8|3+|185||1|false|90mm||
000001352|1|Repulsor|10"|6+|3+|8|8|16|6|9|3+|270||1|false|100mm||
000001353|1|Khârn the Betrayer|6"|2+|2+|6|4|6|6|9|3+|140||1|false|40mm||
000001354|1|Lucius the Eternal|6"|2+|2+|5|4|6|5|10|3+|120||1|false|25mm||
000001355|1|Exalted Champion|6"|2+|2+|4|4|5|5|9|3+|90||1|false|40mm||
000001360|1|Grand Master in Nemesis Dreadknight|9"|2+|2+|6|6|13|6|9|2+|160||1|false|120 x 92mm||
000001361|1|Brotherhood Librarian|5"|3+|3+|4|4|5|4|9|2+|105||1|false|40mm||
000001362|1|Brotherhood Chaplain|5"|2+|3+|4|4|5|4|9|2+|110||1|false|40mm||
000001363|1|Stormhawk Interceptor|20-60"|6+|3+|6|7|10|3|8|3+|185||1|false|120 x 92mm flying base||
000001364|1|Stormtalon Gunship|20-50"|6+|3+|6|6|10|3|8|3+|165||1|false|120 x 92mm flying base||
000001367|1|Foul Blightspawn|5"|3+|3+|4|5|4|4|8|3+|90||1|false|40mm||
000001368|1|Biologus Putrifier|5"|3+|3+|4|5|4|4|8|3+|65||1|false|40mm||
000001369|1|Plague Surgeon|5"|3+|3+|4|5|4|4|8|3+|75||1|false|40mm||
000001370|1|Tallyman|5"|3+|3+|4|5|4|4|8|3+|70||1|false|40mm||
000001371|1|Deathshroud Terminator|5"|2+|3+|4|5|3|4|8|2+|50||2-5|false|40mm||
000001371|2|Deathshroud Champion|5"|2+|3+|4|5|3|5|9|2+|50||1|false|40mm||
000001372|1|Blightlord Terminator|5"|3+|3+|4|5|3|3|8|2+|40||4-9|false|40mm||
000001372|2|Blightlord Champion|5"|3+|3+|4|5|3|4|9|2+|40||1|false|40mm||
000001374|1|Myphitic Blight-hauler|10"|3+|3+|6|7|9|4|8|3+|120||1-3|false|80mm||
000001376|1|Plagueburst Crawler|9"|6+|3+|7|8|12|4|8|3+|135||1|false|Use model||
000001377|1|Mortarion|12"|2+|2+|8|8|18|7|10|3+|450||1|false|100mm||
000001383|1|Mukaali Rider|8"|4+|4+|3|5|3|1|6|4+|22||2-5|false|40mm||
000001383|2|Mukaali Rider Sergeant|8"|4+|4+|3|5|3|2|7|4+|22||1|false|40mm||
000001385|1|Grot Bomm Launcha|12"|3+|5+|4|5|6|4|6|4+|50||1|false|Use model||
000001386|1|Attack Fighta|20-50"|5+|5+|6|6|12|3|6|4+|120||1|true|120 x 92mm flying base||
000001387|1|Fighta-bommer|20-50"|5+|5+|6|6|14|3|6|4+|140||1|false|120 x 92mm flying base||
000001388|1|Dethrolla Battle Fortress|12"|5+|5+|8|8|24|9|7|4+|310||1|false|Use model||
000001389|1|Kill Krusha|12"|5+|5+|8|8|24|8|8|4+|290||1|false|Use model||
000001390|1|Raven Strike Fighter|20-70"|6+|3+|6|6|10|3|7|4+|150||1|true|120 x 92mm flying base||
000001391|1|Knarloc Riders|7"|3+|4+|3|4|4|1|6|4+|30||3-6|true|65mm||
000001392|1|Great Knarloc|7"|3+|4+|7|6|9|4|6|4+|65||1|false|65mm||
000001393|1|Firestorm|16"|6+|3+|6|7|12|3|8|3+|130||1|false|60mm flying base||
000001394|1|Ministorum Priest|6"|4+|4+|3|3|4|3|7|6+|40||1|false|25mm||
000001395|1|Crusader|6"|3+|4+|3|3|1|2|7|4+|16||2-10|false|25mm||
000001396|1|Tech-Priest Enginseer|6"|4+|4+|4|4|4|2|8|3+|35||1|false|32mm||
000001397|1|Servitor|5"|5+|5+|3|3|1|1|6|4+|||4|false|25mm||
000001398|1|Ogryn Bodyguard|6"|3+|4+|5|5|6|4|8|5+|50||1|false|40mm||
000001400|1|Bonesinger|7"|3+|3+|3|3|4|1|7|6+|70||1|true|25mm||
000001401|1|Neurothrope|6"|5+|3+|5|5|6|2|10|5+|100||1|false|40mm||
000001402|1|Screamer-Killer|10"|3+|4+|6|7|9|10|6|2+|130||1-3|false|105 x 70mm||
000001403|1|Thornback|6"|3+|4+|6|7|9|4|6|2+|130||1-3|false|105 x 70mm||
000001406|1|Sly Marbo|6"|2+|2+|3|3|4|4|7|5+|60||1|false|32mm||
000001446|1|Trajann Valoris|6"|2+|2+|5|5|8|6|11|2+|200||1|false|40mm||
000001447|1|Shield-Captain|6"|2+|2+|5|5|7|6|11|2+|105||1|false|40mm||
000001448|1|Shield-Captain in Allarus Terminator Armour|6"|2+|2+|5|5|8|6|11|2+|115||1|false|40mm||
000001449|1|Shield-Captain on Dawneagle Jetbike|14"|2+|2+|5|6|9|6|11|2+|160||1|false|75 x 42mm|May use 60mm flying base instead|
000001450|1|Custodian Warden|6"|2+|2+|5|5|3|4|11|2+|50||3-10|false|40mm||
000001451|1|Vexilus Praetor|6"|2+|2+|5|5|6|4|11|2+|105||1|false|40mm||
