wargear_id|line|name|Range|type|S|AP|D|abilities|
000003172|1|Volkite falconet battery|36"|Heavy 6|8|-2|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 2 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target in addition to any normal damage.|
000003173|1|Standard|18"|Assault 2|7|-3|1||
000003173|2|Supercharge|18"|Assault 2|8|-3|2|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000003174|1|Twin volkite culverin|45"|Heavy 8|6|0|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003175|1|Twin volkite caliver|30"|Heavy 4|5|0|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003176|1|Frag missile|36"|Heavy 3D6|4|0|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003176|2|Krak missile|36"|Heavy 3|8|-2|D6||
000003177|1|Herakles-pattern autocannon|48"|Heavy 6|7|-2|3||
000003178|1|Arcus multi-launcher|48"|Heavy 2D6|6|-1|2|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. <a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000003179|1|Graviton cannon|36"|Heavy D6|6|-3|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. When resolving an attack made with this weapon against a unit with a Save characteristic of 3+ or better, this weapon has a Damage characteristic of 3 instead of 2.|
000003180|1|Terrax heavy flamer|12"|Heavy D6|5|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003181|1|Terrax storm bolter|24"|Rapid Fire 2|4|0|1||
000003182|1|Cerberus neutron pulse array|48"|Heavy 4|14|-4|2D3|Each time an attack made with this weapon is allocated to a model, if the bearer <a href="/wh40k9ed/the-rules/core-rules/#Remain-Stationary">Remained Stationary</a> in your previous <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, that attack has a Damage characteristic of 6.|
000003183|1|Twin Falchion volcano cannon|120"|Heavy 2D3|14|-5|6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an attack is made with this weapon against a <span class="kwb">TITANIC</span> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000003184|1|Astraeus las-ripper|36"|Heavy 2|9|-3|D6||
000003185|1|Razorback twin psycannon|24"|Heavy 8|7|-1|1||
000003186|1|Trueclaw|Melee|Melee|+5|-4|D6|Each time an attack is made with this weapon, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000003187|1|Hellstrike missile battery|72"|Heavy 4|8|-3|3|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 1 to that attack's <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Each time an attack made with this weapon is allocated to an <span class="kwb">AIRCRAFT</span> model, that attack has a Damage characteristic of D3+3.|
000003188|1|Thunderhawk heavy cannon|48"|Heavy 2D6|8|-2|D3+2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003189|1|Turbo-laser destructor|96"|Heavy 3|16|-5|6||
000003190|1|The Vengeful Arbiter|12"|Pistol 2|5|-1|2|Each time an attack made with this weapon hits, you can immediately make one additional <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> against that target using the same weapon. These bonus hit rolls cannot themselves generate any further hit rolls.|
000003194|1|The Thief of Secrets|Melee|Melee|+1|-4|1|Each time an attack is made with this weapon, <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saving throws</a> cannot be made against that attack. Each time an attack made with this weapon is allocated to a <span class="kwb">TYRANIDS</span>, <span class="kwb">AELDARI</span>, <span class="kwb">ORK</span>, <span class="kwb">NECRONS</span> or <span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> model, that attack has a Damage characteristic of 2.|
000003201|1|Spear of the First Vigil (shooting)|24"|Rapid Fire 2|4|-1|2|<a href="/wh40k9ed/factions/space-marines/#Special-issue-Ammunition">Special-issue Ammunition</a>|
000003201|2|Spear of the First Vigil (melee)|Melee|Melee|+2|-3|3||
000003207|1|Medical scalpels|Melee|Melee|User|0|1|Each time an attack is made with this weapon against a unit (excluding <span class="kwb">VEHICLE</span> or <span class="kwb">TITANIC</span> units), an unmodified wound roll of 2+ is always successful.|
000003208|1|Hunting lance|Melee|Melee|+2|-2|D3||
000003210|1|Stygies laser destroyer|72"|Heavy 2|12|-4|D3+3||
000003211|1|Primaris air defence missiles|48"|Heavy D3|8|-2|D3|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 2 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003212|1|Primaris Icarus lascannon|96"|Heavy 1|9|-3|D6|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 2 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003213|1|Primaris Icarus quad lascannon|96"|Heavy 4|9|-3|D6|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 2 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003214|1|Primaris Redoubt turbo-laser destructor|96"|Heavy 2D3|16|-3|2D6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an attack is made with this weapon, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6, the target suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> in addition to the normal damage.|
000003215|1|Primaris quad gun|48"|Heavy 8|7|-1|1|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 2 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003216|1|Primaris castellan launcher|72"|Heavy 2D6|6|0|1|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. <a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000003217|1|Primaris vengeance launcher|72"|Heavy 2D3|7|-1|2|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. <a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000003218|1|Breacher charge|6"|Grenade D6|8|-3|D3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. The bearer can only shoot with each breacher charge it is equipped with once per battle.|
000003219|1|Lascutter|Melee|Melee|9|-3|D3|Each time the bearer fights, it can make no more than 1 attack with this weapon.|
000003220|1|Death rider hunting lance|Melee|Melee|User|-1|1|Each time a melee attack is made with this weapon, if the bearer's unit made a charge move this turn, that attack has a Strength characteristic of +2, an Armour Penetration characteristic of -3 and a Damage characteristic of 2.|
000003221|1|Savage claws|Melee|Melee|4|-1|1|Each time the bearer fights, it makes 2 additional attacks with this weapon and no more than 2 attacks can be made with this weapon.|
000003222|1|Engineer shotgun|12"|Assault 3|4|0|1||
000003223|1|Mole launcher|24"|Heavy D6|5|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000003224|1|Gas bombs|6"|Grenade D6|2|-2|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an attack is made with this weapon, a <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 2+ is always successful, unless the target is a <span class="kwb">VEHICLE</span> or <span class="kwb">TITANIC</span> unit.|
000003225|1|Carnodon twin autocannon|48"|Heavy 4|7|-1|2||
000003226|1|Carnodon twin lascannon|48"|Heavy 2|9|-3|D6||
000003227|1|Carnodon twin multi-laser|36"|Heavy 6|6|0|1||
000003228|1|Volkite culverin|45"|Heavy 4|6|0|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003229|1|Malcador twin lascannon|48"|Heavy 2|9|-3|D6||
000003230|1|Lightning hellstrike rack|72"|Heavy 2|8|-2|D6+2||
000003231|1|Thunderbolt hellstrike rack|72"|Heavy 2|8|-2|D6+2||
000003232|1|Thunderbolt nose autocannons|48"|Heavy 8|7|-1|2||
000003233|1|Thunderbolt twin lascannon|48"|Heavy 2|9|-3|D6||
000003234|1|Vulture gatling cannon|24"|Heavy 20|5|0|1||
000003235|1|Vulture hellstrike rack|72"|Heavy 2|8|-2|D6+2||
000003236|1|Vendetta hellstrike rack|72"|Heavy 2|8|-2|D6+2||
000003237|1|Vendetta twin lascannon|72"|Heavy 2|9|-3|D6||
000003238|1|Macharius twin battle cannon|72"|Heavy 2D6|8|-2|D6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003239|1|Marauder twin heavy bolter|36"|Heavy 6|5|-1|2||
000003240|1|Marauder twin lascannon|48"|Heavy 2|9|-3|D6||
000003241|1|Hellstrike missile rack|72"|Heavy 2|8|-2|D6+2||
000003242|1|Marauder nose autocannons|48"|Heavy 12|7|-1|2||
000003243|1|Marauder twin assault cannon|24"|Heavy 12|6|-1|1||
000003244|1|Standard|72"|Heavy 2D6|9|-4|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003244|2|Supercharged|72"|Heavy 2D6|10|-4|4|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> after shooting with this weapon.|
000003245|1|Stormblade twin heavy bolter|36"|Heavy 6|5|-1|2||
000003246|1|Tarantula twin heavy bolter|36"|Heavy 6|5|-1|2||
000003247|1|Tarantula twin lascannon|48"|Heavy 2|9|-3|D6||
000003248|1|Masterwork bolt pistol|12"|Pistol 1|4|-1|1||
000003249|1|Quad heavy bolter|36"|Heavy 12|5|-1|2||
000003250|1|Hunter-killer missile|48"|Heavy 1|10|-2|D6|The bearer can only shoot with each hunter-killer missile it is equipped with once per battle.|
000003251|1|Multi-melta|24"|Heavy 2|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000003252|1|Repressor heavy flamer|12"|Heavy D6|6|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003253|1|Dozer ram|Melee|Melee|User|-1|1|Each time an attack is made with this weapon against an <span class="kwb">INFANTRY</span> or <span class="kwb">SWARM</span> unit, a successful <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> scores 3 hits instead of 1.|
000003254|1|Asterius volkite culverin|45"|Heavy 4|6|0|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003255|1|Acheron twin heavy bolter|36"|Heavy 6|5|-1|2||
000003256|1|Acastus lascannon|48"|Heavy 1|9|-3|D6||
000003257|1|Acastus autocannon|48"|Heavy 2|7|-1|2||
000003258|1|Warhound inferno gun|24"|Heavy 4D6|7|-3|3|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003259|1|Standard|72"|Heavy 2D6|9|-4|4|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003259|2|Supercharge|72"|Heavy 2D6|10|-4|5|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 2 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> after shooting with this weapon.|
000003260|1|Warhound turbo-laser destructor|72"|Heavy 2D3|16|-4|D6+3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003261|1|Warhound vulcan megabolter|48"|Heavy 20|6|-2|2||
000003262|1|Warhound feet|Melee|Melee|User|-3|3|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000003263|1|Reaver apocalypse launcher|24"-200"|Heavy 2D6|7|-2|2|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. <a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000003264|1|Reaver feet|Melee|Melee|User|-4|4|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000003265|1|Warbringer Nemesis feet|Melee|Melee|User|-4|4|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000003266|1|Nemesis volcano cannon|24"-120"|Heavy 3D3|18|-5|12|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003267|1|Apocalypse launcher|24"-200"|Heavy 2D6|8|-2|2|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. <a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000003268|1|Ardex-defensor lascannon|48"|Heavy 1|9|-3|D6|Each time an attack is made with this weapon profile when firing <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a>, that attack hits on a roll of 5 or 6.|
000003269|1|Arioch power claw (shooting)|48"|Heavy 20|6|-2|2||
000003270|1|Laser blaster|72"|Heavy 3D3|16|-4|D6+3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003271|1|Arioch power claw (melee)|Melee|Melee|x2|-5|18|Each time a <span class="kwb">VEHICLE</span> or <span class="kwb">MONSTER</span> model is destroyed as a result of an attack made with this weapon, you can select one enemy unit within 9" and roll one D6; on a 4+ that unit suffers D6 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|
000003272|1|Warlord feet|Melee|Melee|User|-4|5|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000003273|1|Macro gatling blaster|100"|Heavy 12|9|-4|4||
000003274|1|Decimator butcher cannon|36"|Heavy 4|7|-2|2||
000003275|1|Short range|0"-24"|Heavy D3|6|-1|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003275|2|Medium range|24"-48"|Heavy D3|7|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003275|3|Long range|48"-72"|Heavy D3|8|-3|4|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003276|1|Short range|0"-24"|Heavy D3|6|-1|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003276|2|Medium range|24"-48"|Heavy D3|7|-2|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003276|3|Long range|48"-72"|Heavy D3|8|-3|4|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003277|1|Graviton blaster|18"|Assault 2|5|-3|1|Each time an attack made with this weapon is allocated to a model with a Save characteristic of 3+ or better, that attack has a Damage characteristic of 2.|
000003278|1|Frag missile|36"|Heavy 2D6|4|0|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003278|2|Krak missile|36"|Heavy 2|8|-2|D6||
000003279|1|Standard|36"|Heavy D3|7|-3|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003279|2|Supercharge|36"|Heavy D3|8|-3|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000003280|1|Hellforged kheres-pattern assault cannon|24"|Heavy 6|7|-1|1||
000003281|1|Standard|18"|Assault 2|7|-3|1||
000003281|2|Supercharge|18"|Assault 2|8|-3|2|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000003282|1|Twin hellforged autocannon|48"|Heavy 4|7|-1|2||
000003283|1|Twin volkite culverin|45"|Heavy 8|6|0|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003284|1|Hellforged Dreadnought chainfist|Melee|Melee|x2|-4|2D3|Each time an attack made with this weapon is allocated to a <span class="kwb">VEHICLE</span> model, that attack has a Damage characteristic of 6.|
000003285|1|Hellforged Dreadnought combat weapon|Melee|Melee|x2|-3|3||
000003286|1|Cyclonic melta lance|18"|Heavy D6|9|-4|D6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000003287|1|Hellforged hunter-killer missile|48"|Heavy 1|10|-2|D6|The bearer can only shoot with each hellforged hunter-killer missile it is equipped with once per battle.|
000003288|1|Storm cannon|36"|Heavy 8|7|-1|2||
000003289|1|Twin volkite caliver|30"|Heavy 4|5|0|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003290|1|Aiolos missile launcher|48"|Heavy 3D3|6|-1|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003291|1|Anvillus autocannon battery|36"|Heavy 8|7|-2|2||
000003292|1|Arachnus heavy lascannon battery|48"|Heavy 2|9|-3|D3+3||
000003293|1|Boreas air defence missiles|48"|Heavy 1|9|-3|D6|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 2 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Each time an attack made with this weapon is allocated to an <span class="kwb">AIRCRAFT</span> model, that attack has a Damage characteristic of D3+3.|
000003294|1|Standard|36"|Heavy 6|7|-3|2||
000003294|2|Supercharge|36"|Heavy 6|8|-3|3|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, the bearer suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000003295|1|Volkite falconet battery|36"|Heavy 6|8|-2|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 2 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on the target in addition to any normal damage.|
000003296|1|Shatter shells|24"|Heavy 4|8|-2|3||
000003296|2|Thunderfire shells|60"|Heavy 4D3|4|0|1|<a href="/wh40k9ed/the-rules/matched-play/#Indirect-Fire-Weapons">Indirect Fire</a>. <a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. This weapon can target units that are not visible to the bearer.|
000003297|1|Twin hellforged multi-melta|24"|Heavy 4|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000003298|1|Herakles-pattern autocannon|48"|Heavy 6|7|-2|3||
000003299|1|Sicaran laser cannon|48"|Heavy 3|12|-3|D6|Each time an attack made with this weapon is allocated to a model, if the bearer <a href="/wh40k9ed/the-rules/core-rules/#Remain-Stationary">Remained Stationary</a> in its previous <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, that attack has a Damage characteristic of 6.|
000003300|1|Punisher rotary cannon|36"|Heavy 18|6|-1|1||
000003301|1|Graviton cannon|36"|Heavy D6|6|-3|2|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. When resolving an attack made with this weapon against a unit with a Save characteristic of 3+ or better, this weapon has a Damage characteristic of 3 instead of 2.|
000003302|1|Terrax combi-bolter|24"|Rapid Fire 2|4|0|1||
000003303|1|Xiphon missile battery|60"|Heavy 3|7|-2|3|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
000003304|1|Storm Eagle multi-melta|24"|Heavy 4|8|-4|D6|Each time an attack made with this weapon targets a unit within half range, that attack has a Damage characteristic of D6+2.|
000003305|1|Twin hellstrike launcher|72"|Heavy 2|8|-3|3|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 1 to that attack’s <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Each time an attack made with this weapon is allocated to an <span class="kwb">AIRCRAFT</span> model, that attack has a Damage characteristic of D3+3.|
000003306|1|Frag missile|48"|Heavy 2D6|4|0|1|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003306|2|Krak missile|48"|Heavy 2|8|-2|D6||
000003307|1|Hellmaw flame cannon|12"|Assault D6|8|-2|1|Each time an attack is made with this weapon, that attack automatically hits the target.|
000003308|1|Crushing tracks|Melee|Melee|User|-2|D3||
000003309|1|Cerberus neutron pulse array|48"|Heavy 4|14|-4|2D3|Each time an attack made with this weapon is allocated to a model, if the bearer <a href="/wh40k9ed/the-rules/core-rules/#Remain-Stationary">Remained Stationary</a> in your previous <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, that attack has a Damage characteristic of 6.|
000003310|1|Smash|Melee|Melee|x2|-4|6||
000003310|2|Slash|Melee|Melee|User|-2|2|Each time an attack is made with this weapon profile, make 3 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000003311|1|Twin Falchion volcano cannon|120"|Heavy 2D3|14|-5|6|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>. Each time an attack is made with this weapon against a <span class="kwb">TITANIC</span> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|
000003312|1|Hellstrike missile battery|72"|Heavy 4|8|-3|3|Each time an attack is made with this weapon against an <a href="/wh40k9ed/the-rules/core-rules/#Aircraft"><span class="kwb">AIRCRAFT</span></a> unit, add 1 to that attack's <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Each time an attack made with this weapon is allocated to an <span class="kwb">AIRCRAFT</span> model, that attack has a Damage characteristic of D3+3.|
000003313|1|Melta array|Melee|Melee|8|-4|D6+2|Each time the bearer fights, it makes 1 additional attack with this weapon and no more than one attack can be made with this weapon.|
000003314|1|Bile maw|18"|Assault D6|7|-1|1|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>. Each time an attack is made with this weapon, that attack automatically hits the target.|
000003315|1|Blightreaper cannon|36"|Heavy 4|7|-2|1|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>|
000003316|1|Greater plague probe|Melee|Melee|User|-2|1|<a href="/wh40k9ed/factions/death-guard/#Plague-Weapon">Plague Weapon</a>|
000003317|1|Pox pistol|12"|Pistol 2|4|-2|2||
000003318|1|Volley fire|36"|Heavy 3|9|-3|D3+3||
000003318|2|Overcharge fire|36"|Heavy 3|10|-4|6|Each time an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1 is made for an attack with this weapon profile, if the bearer did not <a href="/wh40k9ed/the-rules/core-rules/#Remain-Stationary">Remain Stationary</a> in your previous <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, it suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> after shooting with this weapon.|
000003319|1|Storm bolter|24"|Rapid Fire 2|4|0|1||
000003320|1|The Executioner’s Axe (shooting)|12"|Pistol 1|User|-3|3||
000003321|1|Scythe|Melee|Melee|User|-2|D3|Each time an attack is made with this weapon profile, make 2 <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> instead of 1.|
000003321|2|Cleave|Melee|Melee|+3|-4|D3+3||
000003322|1|The Staff of Cataclysm (melee)|Melee|Melee|x2|-4|3||
000003323|1|The Staff of Cataclysm (shooting)|48"|Assault D6|8|-4|3|<a href="/wh40k9ed/the-rules/core-rules/#Blast-Weapons">Blast</a>|
000003324|1|Asterius volkite culverin|45"|Heavy 4|6|0|2|Each time an attack is made with this weapon, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to any normal damage.|
000003325|1|Acheron twin heavy bolter|36"|Heavy 6|5|-1|2||
000003326|1|Acastus autocannon|48"|Heavy 2|7|-1|2||
000003327|1|Acastus lascannon|48"|Heavy 1|9|-3|D6||
000003328|1|Brute combat weapon|Melee|Melee|User|-2|1||
000003329|1|Hideous mutations|Melee|Melee|User|-2|2||
