faction_id|name|type|cp_cost|legend|source_id|description|id|
TYR|COMBINED ASSAULT|Leviathan – Battle Tactic Stratagem|1|The broods of Hive Fleet Leviathan hunt as one, exhibiting eerie precision in their strikes.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one enemy unit within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of two or more <span class="tooltip01802" data-tooltip-content="#tooltip_content01802" data-tooltip-anchor="#tooltip_content01802"><span class="kwb">LEVIATHAN</span></span> units from your army. Until the end of the phase, each time a <span class="kwb">LEVIATHAN</span> model makes a melee attack against that enemy unit, improve the Armour Penetration characteristic of that attack by 1.|000006657002|
TYR|RELENTLESS FLURRY|Leviathan (Supplement) – Battle Tactic Stratagem|1/2|Leviathan swarms seek to overwhelm their prey in a flurry of attacks from every angle.|000000167|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when you select a <span class="kwb">LEVIATHAN</span> unit from your army to shoot or fight. Until the end of the phase, each time an attack is made by a model in that unit, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 1 additional hit (if that unit currently contains 11 or more models, then it scores 2 additional hits instead). If that unit is a <span class="tooltip01803" data-tooltip-content="#tooltip_content01803" data-tooltip-anchor="#tooltip_content01803"><span class="kwb">GENESTEALER</span></span> unit, this Stratagem costs 2CP; otherwise, it costs 1CP.|000006034002|
TYR|QUESTING TENDRILS|Leviathan (Supplement) – Battle Tactic Stratagem|1|Leviathan does not attack on one front, but seeks to outflank and encircle its prey with several questing tendrils.|000000167|Use this Stratagem in your second <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when you set up a <span class="kwb">LEVIATHAN</span> unit from your army that has arrived from <a href="/wh40k9ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>. You can set that unit up as if it was battle round 3.|000006034003|
TYR|ANIMATED BY THE HIVE MIND|Leviathan (Supplement) – Epic Deed Stratagem|1|Even though a creature’s autonomous cerebral functions have ceased, the Hive Mind - through its own indomitable will - is able to animate the dead flesh.|000000167|Use this Stratagem in any phase, when a <span class="tooltip01804" data-tooltip-content="#tooltip_content01804" data-tooltip-anchor="#tooltip_content01804"><span class="kwb">LEVIATHAN</span> <span class="kwb">MONSTER</span></span> model from your army (excluding <span class="tooltip01799" data-tooltip-content="#tooltip_content01799" data-tooltip-anchor="#tooltip_content01799"><span class="kwb">TITANIC</span></span> models) is destroyed. If that model has an ability that is triggered on a dice roll upon its destruction (e.g. <span class="redfont">Death Throes</span>) do not roll to see if that ability is triggered: it does so automatically.|000006034005|
TYR|SYNAPTIC DOMINATION|Leviathan (Supplement) – Epic Deed Stratagem|1|The synaptic link between warrior-organism and leader-beast in Hive Fleet Leviathan is so strong that no biocreature is ever truly cut off from the Hive Mind’s will.|000000167|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>. Select one friendly <span class="tooltip01805" data-tooltip-content="#tooltip_content01805" data-tooltip-anchor="#tooltip_content01805"><span class="kwb">LEVIATHAN</span> <span class="kwb">SYNAPSE</span></span> unit from your army, then select one friendly <span class="kwb">LEVIATHAN</span> non-<span class="kwb">SYNAPSE</span> unit from your army. Until the start of your next Psychic phase, while that <span class="kwb">SYNAPSE</span> unit is on the battlefield, that non-<span class="kwb">SYNAPSE</span> unit always counts as being within range of that <span class="kwb">SYNAPSE</span> unit for the purposes of the Synapse and <a href="/wh40k9ed/factions/tyranids/#Instinctive-Behaviour">Instinctive behaviour</a> abilities.|000006034006|
TYR|CONTROL OF THE SWARM|Leviathan (Supplement) – Epic Deed Stratagem|1|Should one leader-beast be slain, the Hive Mind will simply subsume the mind of another chosen vessel.|000000167|Use this Stratagem if a <span class="kwb">LEVIATHAN</span> <span class="kwb">WARLORD</span> from your army is destroyed. You can immediately select another <span class="tooltip01806" data-tooltip-content="#tooltip_content01806" data-tooltip-anchor="#tooltip_content01806"><span class="kwb">LEVIATHAN</span> <span class="kwb">SYNAPSE</span> <span class="kwb">CHARACTER</span></span> model from your army that does not have a Warlord Trait, then select a Warlord Trait that no model in your army has (this must be a Warlord Trait that the model you just selected can have). Until the end of the battle, that model gains that Warlord Trait and for all rules purposes now counts as your <span class="kwb">WARLORD</span>. If any mission objective, <a href="/wh40k9ed/the-rules/matched-play/#Secondary-Objectives">secondary objective</a>, tactical objective or <a href="/wh40k9ed/the-rules/narrative-play/#Agendas">Agenda</a> rules are triggered when your original <span class="kwb">WARLORD</span> is destroyed, those rules are not triggered until after your new <span class="kwb">WARLORD</span> is destroyed.|000006034007|
TYR|ALPHA LEADER-BEAST|Leviathan (Supplement) – Requisition Stratagem|1|This leader-beast possesses a superior ability to out-think its prey, and the Hive Mind has used it to overthrow countless star systems.|000000167|Use this Stratagem before the battle, when mustering your army, after nominating a <span class="tooltip00709" data-tooltip-content="#tooltip_content00709" data-tooltip-anchor="#tooltip_content00709"><span class="kwb">LEVIATHAN</span> <span class="kwb">CHARACTER</span></span> model that is not a named character to be your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a>. You can generate one additional Warlord Trait for them from the <a href="/wh40k9ed/factions/tyranids/#Warlord-Traits-2">Leviathan Warlord Traits</a> table. Each Warlord Trait in your army must be unique (if randomly generated, re-roll duplicate results). You can only use this Stratagem once.|000006034004|
TYR|HIVE MIND IMPERATIVE|Leviathan (Supplement) – Strategic Ploy Stratagem|1|The synaptic control exerted by Leviathan leader-beasts is so absolute that lesser beings can sometimes act at the behest of several consciousnesses.|000000167|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="kwb">LEVIATHAN</span> unit from your army that is within 12" of a friendly <span class="tooltip01805" data-tooltip-content="#tooltip_content01805" data-tooltip-anchor="#tooltip_content01805"><span class="kwb">LEVIATHAN</span> <span class="kwb">SYNAPSE</span></span> unit. Until the start of your next Command phase:<br><ul><li>The unit you selected gains the <a href="/wh40k9ed/the-rules/core-rules/#Objective-Secured">Objective Secured</a> ability. If a model in that unit already has this ability, it counts as one additional model when determining control of an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a>.</li><li>If the unit you selected <a href="/wh40k9ed/the-rules/core-rules/#Performing-Actions">performs an action</a>, it can shoot without that action failing.</li></ul>|000006034008|
TYR|HYPER ADAPTATION|Leviathan (Supplement) – Strategic Ploy Stratagem|2|Leviathan is the latest creation of the Hive Mind, but it has billions of years of previous adaptations it can draw upon to modify the hunting style of its latest warrior-organisms.|000000167|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="kwb">LEVIATHAN</span> unit from your army, then select one Hive Fleet Adaptation. Until the end of the turn, models in that unit have the selected Hive Fleet Adaptation, instead of the Synaptic Imperative Hive Fleet Adaptation.|000006034009|
TYR|THE VOID IN THE WARP|Leviathan (Supplement) – Strategic Ploy Stratagem|1|The Shadow in the Warp cast by Leviathan is darker than those of other hive fleets, rendering their prey's attempts to harness otherworldly powers a hopeless cause.|000000167|Use this Stratagem in your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, after a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> is passed for an enemy <span class="kwb">PSYKER</span> unit and after any <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">Deny the Witch</a> attempt is made (if any). If that enemy <span class="kwb">PSYKER</span> unit is within 24" of any <span class="tooltip01805" data-tooltip-content="#tooltip_content01805" data-tooltip-anchor="#tooltip_content01805"><span class="kwb">LEVIATHAN</span> <span class="kwb">SYNAPSE</span></span> units from your army, roll one D6: on a 4+, that psychic power is <a href="/wh40k9ed/the-rules/core-rules/#Deny-the-Witch">denied</a>.|000006034010|
TYR|BIO-ADAPTED BORER GRUBS|Leviathan (Supplement) – Wargear Stratagem|1/2|The Hive Mind has adapted a borer beetle that is perfectly formed to annihilate this world’s native fauna. Indeed, the beetles are far more complex biocreatures than the warrior-organisms that bear them to battle.|000000167|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> when a <span class="kwb">LEVIATHAN</span> unit from your army is selected to shoot. Until the end of the phase, each time a model in that unit makes an attack with a fleshborer or fleshborer hive, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6, that attack inflicts 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> on the target in addition to the normal damage (a maximum of 6 mortal wounds can be inflicted per phase via this Stratagem). If that unit is a <span class="tooltip01807" data-tooltip-content="#tooltip_content01807" data-tooltip-anchor="#tooltip_content01807"><span class="kwb">TYRANNOFEX</span></span>, this Stratagem costs 2CP; otherwise, it costs 1CP. You cannot use this Stratagem and the <a href="/wh40k9ed/factions/tyranids/#Stratagems">Scorch Bugs</a> Stratagem on the same unit during the same phase.|000006034011|
TYR|SCORCH BUGS|Tyranids – Battle Tactic Stratagem|1/2|These beetles boast powerful legs and incendiary biochemicals.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01808" data-tooltip-content="#tooltip_content01808" data-tooltip-anchor="#tooltip_content01808"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span></span> unit from your army is selected to shoot. Until the end of the phase, add 6" to the Range characteristic and add 1 to the Strength characteristic of fleshborer and fleshborer hive weapons models in that unit are equipped with. If that unit has 16 or more models or has the <span class="tooltip01794" data-tooltip-content="#tooltip_content01794" data-tooltip-anchor="#tooltip_content01794"><span class="kwb">MONSTER</span></span> keyword, this Stratagem costs 2CP; otherwise, it costs 1CP.|000002462002|
TYR|VORACIOUS APPETITE|Tyranids – Battle Tactic Stratagem|1|The hunger of the Tyranids can never be satiated.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="tooltip01809" data-tooltip-content="#tooltip_content01809" data-tooltip-anchor="#tooltip_content01809"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> <span class="kwb">MONSTER</span></span> model from your army is selected to fight. Until the end of the phase, each time that model makes a melee attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000002462003|
TYR|ADRENAL SURGE|Tyranids – Battle Tactic Stratagem|1/2|These warrior organisms destroy all as their adrenaline surges.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when an <span class="tooltip00494" data-tooltip-content="#tooltip_content00494" data-tooltip-anchor="#tooltip_content00494"><span class="kwb">ADRENAL</span> <span class="kwb">GLANDS</span></span> unit from your army is selected to fight. Until the end of the phase, if that unit made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> this turn:<br><ul><li>Add 1 to the Attacks characteristic of models (excluding <span class="tooltip01794" data-tooltip-content="#tooltip_content01794" data-tooltip-anchor="#tooltip_content01794"><span class="kwb">MONSTER</span></span> models) in that unit.</li><li>Add D3 to the Attacks characteristic of <span class="kwb">MONSTER</span> models in that unit.</li></ul>If that unit contains 19 or fewer models, this Stratagem costs 1CP; otherwise, it costs 2CP.|000002462004|
TYR|REINFORCED HIVE NODE|Tyranids – Battle Tactic Stratagem|1/2|The Hive Mind fortifies the minds and bodies of its swarms.||Use this Stratagem in any phase, when a <span class="tooltip01795" data-tooltip-content="#tooltip_content01795" data-tooltip-anchor="#tooltip_content01795"><span class="kwb">TYRANID</span> <span class="kwb">WARRIORS</span></span> or <span class="tooltip01147" data-tooltip-content="#tooltip_content01147" data-tooltip-anchor="#tooltip_content01147"><span class="kwb">TYRANID</span> <span class="kwb">PRIME</span></span> unit from your army is selected as the target of an attack. Until the end of the phase, each time an attack is allocated to a model in that unit, subtract 1 from the Damage characteristic of that attack (to a minimum of 1). If that unit contains 5 or fewer models, this Stratagem costs 1CP; otherwise, it costs 2CP.|000002462005|
TYR|OBSERVER ORGANISM|Tyranids – Battle Tactic Stratagem|1|Exocrines are sometimes synaptically entangled with tiny insectile observer organisms that flit ahead and spy out targets.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when an <span class="tooltip01810" data-tooltip-content="#tooltip_content01810" data-tooltip-anchor="#tooltip_content01810"><span class="kwb">EXOCRINE</span></span> model from your army is selected to shoot. Until the end of the phase, each time that model makes an attack:<br><ul><li>The target does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> against that attack.</li><li>An unmodified <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 6 scores 1 additional hit.</li></ul>|000002462006|
TYR|INDOMITABLE MONSTROSITY|Tyranids – Battle Tactic Stratagem|1|Driven on by synaptic compulsion, the largest Tyranid beasts can shrug off even the most dolorous blows and keep fighting.||Use this Stratagem in any phase, when a <span class="tooltip01809" data-tooltip-content="#tooltip_content01809" data-tooltip-anchor="#tooltip_content01809"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> <span class="kwb">MONSTER</span></span> unit from your army is selected as the target of an attack. Until the end of the phase, each time an attack is made against that unit, an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 1-3 for that attack fails, irrespective of any abilities that the weapon or the model making the attack may have.|000002462007|
TYR|VANGUARD ONSLAUGHT|Tyranids – Battle Tactic Stratagem – Crusade|1|First amongst the swarm to assail the prey, vanguard organisms pounce upon ill-prepared defenders.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="tooltip01811" data-tooltip-content="#tooltip_content01811" data-tooltip-anchor="#tooltip_content01811"><span class="kwb">GARGOYLES</span></span>, <span class="tooltip01812" data-tooltip-content="#tooltip_content01812" data-tooltip-anchor="#tooltip_content01812"><span class="kwb">GENESTEALERS</span></span>, <span class="tooltip01813" data-tooltip-content="#tooltip_content01813" data-tooltip-anchor="#tooltip_content01813"><span class="kwb">HARPY</span></span>, <span class="tooltip01814" data-tooltip-content="#tooltip_content01814" data-tooltip-anchor="#tooltip_content01814"><span class="kwb">HIVE</span> <span class="kwb">CRONE</span></span> or <span class="tooltip01815" data-tooltip-content="#tooltip_content01815" data-tooltip-anchor="#tooltip_content01815"><span class="kwb">LICTOR</span></span> unit from your army is selected to fight. Until the end of the phase, if that unit made a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>, was charged, or <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">performed a Heroic Intervention</a> this turn, then each time a model in that unit makes an attack, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000006689002|
TYR|GUARD AND CONSUME|Tyranids – Battle Tactic Stratagem – Crusade|1|As the Tyranid ecosystem takes hold, strange living structures sprout forth that are vital to the final consumption of the world. Those Tyranid organisms charged with protecting these grotesque bio-structures now become exceptionally aggressive.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when a <span class="tooltip01816" data-tooltip-content="#tooltip_content01816" data-tooltip-anchor="#tooltip_content01816"><span class="kwb">BIOVORES</span></span>, <span class="tooltip01810" data-tooltip-content="#tooltip_content01810" data-tooltip-anchor="#tooltip_content01810"><span class="kwb">EXOCRINE</span></span>, <span class="tooltip01817" data-tooltip-content="#tooltip_content01817" data-tooltip-anchor="#tooltip_content01817"><span class="kwb">HARUSPEX</span></span>, <span class="tooltip01151" data-tooltip-content="#tooltip_content01151" data-tooltip-anchor="#tooltip_content01151"><span class="kwb">HIVE</span> <span class="kwb">GUARD</span></span>, <span class="tooltip01818" data-tooltip-content="#tooltip_content01818" data-tooltip-anchor="#tooltip_content01818"><span class="kwb">HIVE</span> <span class="kwb">TYRANT</span></span>, <span class="tooltip01819" data-tooltip-content="#tooltip_content01819" data-tooltip-anchor="#tooltip_content01819"><span class="kwb">PYROVORES</span></span>, <span class="tooltip01820" data-tooltip-content="#tooltip_content01820" data-tooltip-anchor="#tooltip_content01820"><span class="kwb">RIPPER</span> <span class="kwb">SWARMS</span></span>, <span class="tooltip01807" data-tooltip-content="#tooltip_content01807" data-tooltip-anchor="#tooltip_content01807"><span class="kwb">TYRANNOFEX</span></span> or <span class="tooltip01821" data-tooltip-content="#tooltip_content01821" data-tooltip-anchor="#tooltip_content01821"><span class="kwb">TYRANT</span> <span class="kwb">GUARD</span></span> unit from your army is selected to shoot. Until the end of the phase, each time a model in that unit makes an attack:<br><ul><li>If that unit is within range of an <a href="/wh40k9ed/the-rules/core-rules/#Objective-Markers">objective marker</a>, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.</li><li>If that unit is within range of an <a href="/wh40k9ed/factions/tyranids/#Agendas">Implanted Tyrannoform Spore objective marker</a>, you can re-roll the hit roll.</li></ul>|000006691002|
TYR|POWER OF THE HIVE MIND|Tyranids – Epic Deed Stratagem|1|The Hive Mind channels lethal energy through its synaptic bioforms.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>. Select one <span class="tooltip01822" data-tooltip-content="#tooltip_content01822" data-tooltip-anchor="#tooltip_content01822"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> <span class="kwb">PSYKER</span> <span class="kwb">CHARACTER</span></span> unit from your army. Until the end of the phase, that unit can attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> one additional psychic power.|000002462008|
TYR|DEATH FRENZY|Tyranids – Epic Deed Stratagem|2|Tyranids care nothing for self-preservation, and will fight on.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="tooltip01823" data-tooltip-content="#tooltip_content01823" data-tooltip-anchor="#tooltip_content01823"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> <span class="kwb">CHARACTER</span></span> model from your army that has not already been selected to fight this phase is destroyed, instead of using any rules that are triggered when that model is destroyed (e.g. the <span class="redfont">Death Throes</span> ability). Do not remove that model from play - it can fight after the attacking model’s unit has finished <a href="/wh40k9ed/the-rules/core-rules/#Making-Attacks">making attacks</a>. When making those attacks, if the destroyed model’s characteristics can change as they suffer damage, that model is considered to have its full wounds remaining for the purpose of determining what those characteristics are. After resolving the destroyed model’s attacks, it is then removed.|000002462009|
TYR|PHEROMONE TRAIL|Tyranids – Epic Deed Stratagem|1|Lictors release a trail of potent pheromones that guide fresh waves of bioforms to the slaughter.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Select one enemy unit within 6" of a <span class="tooltip01824" data-tooltip-content="#tooltip_content01824" data-tooltip-anchor="#tooltip_content01824"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">LICTOR</span></span> model from your army. Until the end of the phase, each time a friendly <span class="tooltip00803" data-tooltip-content="#tooltip_content00803" data-tooltip-anchor="#tooltip_content00803"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span></span> unit declares a charge that targets that enemy unit, add 2 to the <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a>.|000002462010|
TYR|SYNAPTIC CHANNELLING|Tyranids – Epic Deed Stratagem|1|Tyranids are one with the Hive Mind; individuality is a disadvantage that they surpass.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>. Select one <span class="tooltip00912" data-tooltip-content="#tooltip_content00912" data-tooltip-anchor="#tooltip_content00912"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">PSYKER</span></span> unit from your army. Until the end of the phase, that unit knows all of the psychic powers known by friendly <span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">PSYKER</span> units that are on the battlefield.|000002462011|
TYR|SYNAPTIC LEGACY|Tyranids – Epic Deed Stratagem|1|Even when the mortal frame of a synapse organism is slain, its mental imprint is not lost to the will of the Hive Mind.||Use this Stratagem at the start of the battle round, when selecting a Synaptic Imperative ability to be active for your army. If your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> is on the battlefield and has the <span class="tooltip01808" data-tooltip-content="#tooltip_content01808" data-tooltip-anchor="#tooltip_content01808"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span></span> keyword, this turn you can select the Synaptic Imperative ability of a destroyed model from your army instead of one from a model that is on the battlefield. Note that, unless otherwise allowed, you still cannot select that ability if it has already been selected by you earlier in the battle.|000002462012|
TYR|TRAMPLING CHARGE|Tyranids – Epic Deed Stratagem|1|Employing their sheer bulk and vicious chitinous horns and spikes, the largest Tyranids crash headlong through the foe, often with devastating results.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>, when a <span class="tooltip01809" data-tooltip-content="#tooltip_content01809" data-tooltip-anchor="#tooltip_content01809"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> <span class="kwb">MONSTER</span></span> model from your army finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>. Select one enemy unit within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of that <span class="kwb">MONSTER</span> model and roll one D6:<br><ul><li>If that <span class="kwb">MONSTER</span> model has the <span class="tooltip00623" data-tooltip-content="#tooltip_content00623" data-tooltip-anchor="#tooltip_content00623"><span class="kwb">HORNED</span> <span class="kwb">CHITIN</span></span> keyword, on a 2-4, that enemy unit suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 5+, that enemy unit suffers D3+3 mortal wounds.</li><li>If that <span class="kwb">MONSTER</span> model does not have the <span class="kwb">HORNED</span> <span class="kwb">CHITIN</span> keyword, on a 2-4, that enemy unit suffers D3 mortal wounds; on a 5+, that enemy unit suffers 3 mortal wounds.</li></ul>|000002462013|
TYR|ENFOLDING STRIKE|Tyranids – Epic Deed Stratagem|1|Unsuspecting victims see nothing but a blur of thick leathery wings and a swift and dreadful sting, before the attacker is gone again.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when a <span class="tooltip01825" data-tooltip-content="#tooltip_content01825" data-tooltip-anchor="#tooltip_content01825"><span class="kwb">PARASITE</span> <span class="kwb2">OF</span> <span class="kwb">MORTREX</span></span> model from your army finishes a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> or <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>. Select one enemy unit that <span class="kwb">PARASITE</span> <span class="kwb2">OF</span> <span class="kwb">MORTREX</span> model moved across this phase. Roll one D6: on a 2-5, that unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> and becomes infected with parasites (see <span class="redfont">Parasitic Infection</span> ability, on model’s datasheet); on a 6, that unit suffers 3 mortal wounds and becomes infected with parasites.|000002462014|
TYR|RAREFIED ENHANCEMENTS|Tyranids – Requisition Stratagem|1|When faced with especially resistant prey, or if possessed of a bounty of biomass, the Hive Mind has many ways of enhancing its foremost warrior organisms to render them even more dangerous.||Use this Stratagem before the battle, when you are mustering your army, if your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> has the <span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> keyword. Select one <span class="tooltip01823" data-tooltip-content="#tooltip_content01823" data-tooltip-anchor="#tooltip_content01823"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> <span class="kwb">CHARACTER</span></span> model from your army and give them one Relic (this must be a Relic they can have). Each Relic in your army must be unique, and you cannot use this Stratagem to give a model two Relics. You can only use this Stratagem once, unless you are playing a Strike Force battle (in which case you can use this Stratagem twice), or an Onslaught battle (in which case you can use this Stratagem three times).|000002462015|
TYR|HIVE PREDATOR|Tyranids – Requisition Stratagem|1|Some bioforms are imbued with additional predatory abilities.||Use this Stratagem before the battle, when you are mustering your army, if your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> has the <span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> keyword. Select one <span class="tooltip01823" data-tooltip-content="#tooltip_content01823" data-tooltip-anchor="#tooltip_content01823"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span> <span class="kwb">CHARACTER</span></span> model from your army and determine one <a href="/wh40k9ed/the-rules/core-rules/#Warlord-Traits">Warlord Trait</a> for that model (this must be a Warlord Trait they can have); that model is only regarded as your Warlord for the purposes of that Warlord Trait. Each Warlord Trait in your army must be unique (if randomly generated, re-roll duplicate results), and you cannot use this Stratagem to give a model two Warlord Traits. You can only use this Stratagem once, unless you are playing a Strike Force battle (in which case you can use this Stratagem twice), or an Onslaught battle (in which case you can use this Stratagem three times).|000002462016|
TYR|SUBTERRANEAN ASSAULT|Tyranids – Strategic Ploy Stratagem|1|Entire swarms erupt from tunnels dug by burrowing monsters.||Use this Stratagem in the <a href="/wh40k9ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when a <span class="tooltip01826" data-tooltip-content="#tooltip_content01826" data-tooltip-anchor="#tooltip_content01826"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">TRYGON</span></span> or <span class="tooltip01827" data-tooltip-content="#tooltip_content01827" data-tooltip-anchor="#tooltip_content01827"><span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> <span class="kwb">TRYGON</span> <span class="kwb">PRIME</span></span> model from your army is set up on the battlefield using its <span class="redfont">Death From Below</span> ability. Select one friendly <span class="kwb2">&lt;<span class="kwb3">H</span>IVE</span> <span class="kwb">FLEET&gt;</span> unit with the Troops <a href="/wh40k9ed/the-rules/core-rules/#Battlefield-Role">Battlefield Role</a> that is in <a href="/wh40k9ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>. Set that unit up anywhere on the battlefield that is <a href="/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within">wholly within</a> 9" of that <span class="kwb">TRYGON</span> or <span class="kwb">TRYGON</span> <span class="kwb">PRIME</span> model and not within 9" of any enemy models.|000002462017|
TYR|RAPID REGENERATION|Tyranids – Strategic Ploy Stratagem|1|Prey stare in horror as chitinous armour regrows and flesh, muscle and sinew knots back together as though never harmed.||Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>. Select one <span class="tooltip01808" data-tooltip-content="#tooltip_content01808" data-tooltip-anchor="#tooltip_content01808"><span class="kwb">HIVE</span> <span class="kwb">TENDRIL</span></span> model from your army. That model regenerates and regains up to D3 lost wounds. Each model can only be regenerated once per turn.|000002462018|
