faction_id|name|type|cp_cost|legend|source_id|description|id|
SM|SWORD BRETHREN|Specialist Detachment Stratagem|1|It is the ambition of every Black Templar Initiate to be elevated to the esteemed ranks of the Sword Brethren, for these warrior-knights are the elites of their Chapter.|000000051|Use this Stratagem when choosing your army. Pick a <a href="/wh40k9ed/factions/space-marines/#Black-Templars-Detachment-Rules"><span class="kwb">BLACK</span> <span class="kwb">TEMPLARS</span> <span class="kwb">DETACHMENT</span></a> from your army to be a Sword Brethren Specialist Detachment. <span class="tooltip02571" data-tooltip-content="#tooltip_content02571" data-tooltip-anchor="#tooltip_content02571"><span class="kwb">HIGH</span> <span class="kwb">MARSHAL</span> <span class="kwb">HELBRECHT</span></span>, <span class="tooltip02572" data-tooltip-content="#tooltip_content02572" data-tooltip-anchor="#tooltip_content02572"><span class="kwb">EMPEROR’S</span> <span class="kwb">CHAMPION</span></span>, <span class="tooltip00782" data-tooltip-content="#tooltip_content00782" data-tooltip-anchor="#tooltip_content00782"><span class="kwb">CAPTAINS</span></span>, <span class="tooltip03488" data-tooltip-content="#tooltip_content03488" data-tooltip-anchor="#tooltip_content03488"><span class="kwb">COMPANY</span> <span class="kwb">CHAMPIONS</span></span> and <span class="tooltip03489" data-tooltip-content="#tooltip_content03489" data-tooltip-anchor="#tooltip_content03489"><span class="kwb">COMPANY</span> <span class="kwb">VETERANS</span></span> in that Detachment gain the <span class="kwb">SWORD</span> <span class="kwb">BRETHREN</span> keyword.|000003187002|
SM|ATTACK SQUADRON|Specialist Detachment Stratagem|1|Dust clouds billow behind the Ravenwing Attack Squadron as it hurtles into battle. Striking swiftly, the 2nd Company huntsmen drive hard into the midst of the enemy.|000000051|Use this Stratagem when choosing your army. Pick a <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> Detachment from your army to be a Ravenwing Attack Squadron <a href="/wh40k9ed/the-rules/core-rules/#Specialist-Detachments">Specialist Detachment</a>. <span class="tooltip00719" data-tooltip-content="#tooltip_content00719" data-tooltip-anchor="#tooltip_content00719"><span class="kwb">RAVENWING</span></span> units in that Detachment gain the ATTACK SQUADRON keyword.|000003190002|
SM|STALKER PACK|Specialist Detachment Stratagem|1|From the shadows come Space Wolves Stalker Packs, pursuing their quarry with unwavering ferocity. Once the enemy realises they are being pursued, it is often too late to evade their fate.|000000051|Use this Stratagem when choosing your army. Pick a <span class="kwb">SPACE</span> <span class="kwb">WOLVES</span> Detachment from your army to be a Stalker Pack Specialist Detachment. <span class="tooltip03490" data-tooltip-content="#tooltip_content03490" data-tooltip-anchor="#tooltip_content03490"><span class="kwb">BATTLE</span> <span class="kwb">LEADERS</span></span>, <span class="tooltip00773" data-tooltip-content="#tooltip_content00773" data-tooltip-anchor="#tooltip_content00773"><span class="kwb">BLOOD</span> <span class="kwb">CLAWS</span></span> and <span class="tooltip00686" data-tooltip-content="#tooltip_content00686" data-tooltip-anchor="#tooltip_content00686"><span class="kwb">REIVERS</span></span> in that Detachment gain the <span class="kwb">STALKER</span> <span class="kwb">PACK</span> keyword.|000003194002|
SM|MARTIAL PRECISION|Ultramarines – Battle Tactic Stratagem|1|The Ultramarines are exemplars of precise and deadly battlecraft, and when roused, their wrath is inescapable.|000000077|Use this Stratagem before resolving an attack made by an <span class="kwb">ULTRAMARINES</span> model from your army in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>. When resolving that attack, do not make a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>: it automatically scores a hit.|000003607002|
SM|VENGEANCE FOR CALTH|Ultramarines – Battle Tactic Stratagem|1|The Mark of Calth is never truly at an end. For some acts of infamy, there can be no forgiveness, even should the stars themselves burn out.|000000077|Use this Stratagem when an <span class="kwb">ULTRAMARINES</span> unit from your army is chosen to fight with in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Until the end of the phase, when resolving an attack made with a melee weapon by a model in that unit against a <span class="kwb">WORD</span> <span class="kwb">BEARERS</span> unit, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> and you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000003607003|
SM|SONS OF GUILLIMAN|Ultramarines – Battle Tactic Stratagem|1|Ultramarines fight as the Codex dictates, eschewing individual glory to function as a disciplined, cohesive killing machine.|000000077|Use this Stratagem when an <span class="tooltip00797" data-tooltip-content="#tooltip_content00797" data-tooltip-anchor="#tooltip_content00797"><span class="kwb">ULTRAMARINES</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00798" data-tooltip-content="#tooltip_content00798" data-tooltip-anchor="#tooltip_content00798"><span class="kwb">ULTRAMARINES</span> <span class="kwb">BIKER</span></span> unit from your army is chosen to shoot with in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or fight with in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. If that unit has the Troops <a href="/wh40k9ed/the-rules/core-rules/#Battlefield-Role">Battlefield Role</a>, until the end of that phase, when resolving an attack made by that unit, you can re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>. Otherwise, until the end of that phase, when resolving an attack made by that unit, you can re-roll a hit roll of 1.|000003607007|
SM|AVENGE THE FALLEN|Ultramarines – Battle Tactic Stratagem|1|The life of even a single Ultramarine is worth that of countless foes, and every loss will be answered in blood.|000000077|Use this Stratagem when an <span class="kwb">ULTRAMARINES</span> unit from your army is destroyed as a result of an attack made by an enemy unit. Until the end of the battle, when resolving an attack made by an <span class="kwb">ULTRAMARINES</span> model from your army against that enemy unit, re-roll a <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> of 1.|000003607008|
SM|COURAGE AND HONOUR!|Ultramarines – Battle Tactic Stratagem|1|Such are the words of the Chapter’s battle cry – it is a mantra by which the Ultramarines live and fight.|000000077|Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#MORALE-PHASE">Morale phase</a>. Add 1 to the Leadership characteristic of <span class="kwb">ULTRAMARINES</span> models from your army until the end of the phase.|000003607009|
SM|TACTICAL EXPERTISE|Ultramarines – Battle Tactic Stratagem|2|Even amidst the most intense firefights, the Ultramarines fire with pinpoint accuracy, every shot aimed for maximum efficacy and economy of killing power.|000000077|Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> if the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Tactical Doctrine</a> is active. Until the start of the next battle round, when resolving an attack made with a <a href="/wh40k9ed/the-rules/core-rules/#RAPID-FIRE">Rapid Fire</a> or <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault</a> weapon by an <span class="kwb">ULTRAMARINES</span> model from your army, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 the Armour Penetration characteristic of that weapon is improved by an additional 1 for that attack. You can only use this Stratagem once per battle.|000003607010|
SM|INSPIRING COMMAND|Ultramarines – Epic Deed Stratagem|1|The heroes of Ultramar are amongst the most skilled and inspirational orators in the entire Imperium. When they speak, their words are law.|000000077|Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Select one <span class="tooltip00799" data-tooltip-content="#tooltip_content00799" data-tooltip-anchor="#tooltip_content00799"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CHAPTER</span> <span class="kwb">MASTER</span></span>, <span class="tooltip00774" data-tooltip-content="#tooltip_content00774" data-tooltip-anchor="#tooltip_content00774"><span class="kwb">ULTRAMARINES</span> <span class="kwb">CAPTAIN</span></span> or <span class="tooltip00800" data-tooltip-content="#tooltip_content00800" data-tooltip-anchor="#tooltip_content00800"><span class="kwb">ULTRAMARINES</span> <span class="kwb">LIEUTENANT</span></span> model from your army. Until the end of the phase, the range of that model’s <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">aura abilities</a> is increased by 3" (to a maximum of 9").|000003607004|
SM|EXEMPLAR OF THE CHAPTER|Ultramarines – Requisition Stratagem|1|The heroes of the Ultramarines do not rest on their laurels. Rather, they strive all the harder to excel, for they recognise that only through excellence can they and their warriors prevail.|000000077|Use this Stratagem after nominating an <span class="kwb">ULTRAMARINES</span> model that is not a named character to be your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a>. You can generate one additional Warlord Trait for them; this must be from the <a href="/wh40k9ed/factions/space-marines/#Ultramarines-Warlord-Traits-1">Ultramarines Warlord Traits</a> table. Each Warlord Trait in your army must be unique (if randomly generated, re-roll duplicate results). You can only use this Stratagem once.|000003607013|
SM|HONOURED SERGEANT|Ultramarines – Requisition Stratagem|1|Should an Ultramarines Sergeant show particular excellence in battle, they may be given the honour of bearing a Chapter relic into battle.|000000077|Use this Stratagem before the battle. Select one <span class="kwb">ULTRAMARINES</span> model from your army that has the word ‘Sergeant’ in their profile. That model can have one of the following <a href="/wh40k9ed/factions/space-marines/#Ultramarines-Special-issue-Wargear">Special-issue Wargear Relics</a>, even though they are not a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a>: <a href="/wh40k9ed/factions/space-marines/#Master-crafted-Weapon">Master-crafted Weapon</a>, <a href="/wh40k9ed/factions/space-marines/#Digital-Weapons">Digital Weapons</a>, <a href="/wh40k9ed/factions/space-marines/#Hellfury-Bolts">Hellfury Bolts</a>, <a href="/wh40k9ed/factions/space-marines/#Sunwrath-Pistol-1">Sunwrath Pistol</a>. All of the Relics your army includes must be different and be given to different models.|000003607015|
SM|CYCLE OF WAR|Ultramarines – Strategic Ploy Stratagem|1|The Ultramarines’ strategic mastery is such that they know equally well when new tactics are required, and when relentless repetition will win the day.|000000077|Use this Stratagem at the start of the battle round if an <span class="kwb">ULTRAMARINES</span> <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a> from your army is on the battlefield and the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Assault Doctrine</a> was active during the previous battle round. The currently active doctrine is changed so that the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Devastator Doctrine</a> is now active.|000003607005|
SM|RAPID REDEPLOYMENT|Ultramarines – Strategic Ploy Stratagem|2|The Codex Astartes makes provision for a great variety of strategic ruses intended to wrong-foot the foe.|000000077|At the start of the first battle round, before the first turn begins, select up to three <span class="kwb">ULTRAMARINES</span> units from your army on the battlefield. Remove them from the battlefield and set them up again as described in the Deployment section of the mission (if both players have abilities that redeploy units, <a href="/wh40k9ed/the-rules/core-rules/#Roll-offs">roll off</a>; the winner chooses who redeploys their units first).|000003607006|
SM|FALL BACK AND RE-ENGAGE|Ultramarines – Strategic Ploy Stratagem|1/2|The Ultramarines know precisely when to give ground in order to leave their enemies floundering before surging back into the fight and driving them from the field in disarray.|000000077|Use this Stratagem when an <span class="kwb">ULTRAMARINES</span> unit from your army <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a> (this Stratagem costs 1 CP if that unit has the <a href="/wh40k9ed/factions/space-marines/#Ultramarines:-Codex-Discipline">Codex Discipline</a> Chapter Tactic, otherwise it costs 2 CP). That unit can <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">shoot</a> and <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">charge</a> this turn. If that unit has the Codex Discipline Chapter Tactic, the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a> penalty from that tactic for <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falling Back</a> and shooting does not apply to that unit this turn.|000003607011|
SM|DEFENSIVE FOCUS|Ultramarines – Strategic Ploy Stratagem|2|As the Codex Astartes dictates, when the foe presses hard at one section of the Ultramarines’ battle line they are swift to concentrate their defensive fire to drive the threat back.|000000077|Use this Stratagem after an <span class="kwb">ULTRAMARINES</span> unit from your army is chosen as a target of a charge. Select up to three other friendly <span class="kwb">ULTRAMARINES</span> units that are within 6" of the targeted unit and are not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy models. The selected units fire <a href="/wh40k9ed/the-rules/core-rules/#Overwatch">Overwatch</a> at the charging unit as if they were the targets of the charge. Until the end of the phase, the selected units cannot fire Overwatch again.|000003607012|
SM|SQUAD DOCTRINES|Ultramarines – Strategic Ploy Stratagem|1|Each squad within an Ultramarines strike force at war is ready to switch to a new combat doctrine at a moment’s notice.|000000077|Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one <span class="tooltip00797" data-tooltip-content="#tooltip_content00797" data-tooltip-anchor="#tooltip_content00797"><span class="kwb">ULTRAMARINES</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00798" data-tooltip-content="#tooltip_content00798" data-tooltip-anchor="#tooltip_content00798"><span class="kwb">ULTRAMARINES</span> <span class="kwb">BIKER</span></span> unit from your army, then select either the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Devastator</a>, <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Tactical</a> or <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Assault Doctrine</a>. Until the start of your next Movement phase, that unit gains the bonus of that combat doctrine instead of the active combat doctrine.|000003607014|
SM|FIGHT LIKE DEMIGODS|Ultramarines Stratagem|1|A gathering of courageous heroes, the Victrix Guard are more than capable of cutting their way through entire armies of foes.|000000051|Use this Stratagem at the start of the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>. Pick a <span class="kwb">VICTRIX</span> <span class="kwb">GUARD</span> unit from your army within 6" of a friendly <span class="kwb">VICTRIX</span> <span class="kwb">GUARD</span> <span class="tooltip00774" data-tooltip-content="#tooltip_content00774" data-tooltip-anchor="#tooltip_content00774"><span class="kwb">CAPTAIN</span></span>. Add 1 to <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> for attacks made by that unit until the end of that phase.|000003180002|
SM|STRIKE FIRST, FOR ULTRAMAR!|Ultramarines Stratagem|3|As the enemy close in, the Victrix Guard hold their weapons ready to deliver the first blow.|000000051|Use this Stratagem at the end of your opponent’s <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. Pick a <span class="kwb">VICTRIX</span> <span class="kwb">GUARD</span> unit from your army that was charged this phase, or that performed a <a href="/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention">Heroic Intervention</a> this phase. That unit can immediately <a href="/wh40k9ed/the-rules/core-rules/#Pile-In">pile in</a> and fight as if it were the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a> (doing so does not prevent the unit from being picked to fight in the Fight phase of that turn).|000003180003|
SM|WIND-SWIFT|White Scars – Battle Tactic Stratagem|2|It is said on Chogoris that the sons of the Khan ride the stormwinds themselves, racing swift and wrathful into war.|000000078|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> after a <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> unit (excluding <span class="tooltip03491" data-tooltip-content="#tooltip_content03491" data-tooltip-anchor="#tooltip_content03491"><span class="kwb">ARTILLERY</span></span>) from your army has made a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> or has <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fallen Back</a>. That unit can make an <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> move. Until the end of the turn, that unit cannot shoot, <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">declare a charge</a> or attempt to <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifest</a> any psychic powers.|000003618004|
SM|FIERCE RIVALRIES|White Scars – Battle Tactic Stratagem|1|There is much honour in being the first to strike at the foe, and the White Scars race one another to claim that prize.|000000078|Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>. The first time you make a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> for a <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> unit from your army that phase, roll 3D6 instead of 2D6 and discard one of the results.|000003618011|
SM|STRIKE FOR THE HEART|White Scars – Battle Tactic Stratagem|2|Punching through the foe’s defences, the White Scars surge on towards vital rear-line targets before their victims can react.|000000078|Use this Stratagem before a <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> unit (excluding <span class="tooltip03491" data-tooltip-content="#tooltip_content03491" data-tooltip-anchor="#tooltip_content03491"><span class="kwb">ARTILLERY</span></span>) from your army <a href="/wh40k9ed/the-rules/core-rules/#Consolidate">consolidates</a>. That unit consolidates D3+3" instead of 3" this phase, or D6+6" if every model in that unit has a Move characteristic of at least 10".|000003618012|
SM|THE ETERNAL HUNT|White Scars – Battle Tactic Stratagem|2|When the moment to land the killing blow comes, the White Scars descend upon their enemies with the huntsman’s keeneyed fury, and leave naught but bloody ruin in their wake.|000000078|Use this Stratagem at the start of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a> if the <a href="/wh40k9ed/factions/space-marines/#Combat-Doctrines">Assault Doctrine</a> is active. Until the start of the next battle round, when resolving an attack made with a <a href="/wh40k9ed/the-rules/core-rules/#PISTOL">Pistol</a> or <a href="/wh40k9ed/the-rules/core-rules/#Select-Weapon">melee weapon</a> by a <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> model from your army, on an unmodified <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> of 6 the Armour Penetration characteristic of that weapon is improved by an additional 1 for that attack. You can only use this Stratagem once per battle.|000003618015|
SM|A MIGHTY TROPHY|White Scars – Epic Deed Stratagem|1|To hoist the head of the foes’ leader high and cry glory to the Great Khan is to inspire every true warrior of Chogoris.|000000078|Use this Stratagem when the enemy <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord">Warlord</a> is destroyed as a result of an attack made with a melee weapon by a <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> model from your army. Until the end of the battle, when a <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale test</a> is taken for a friendly <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> unit, do not roll the dice; it is automatically passed.|000003618010|
SM|KHAN’S CHAMPION|White Scars – Requisition Stratagem|1|To earn the respect and praise of your khan is to be gifted superlative tools of war to wield in their name.|000000078|Use this Stratagem before the battle. Select one <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> model from your army that has the word ‘Sergeant’ in their profile. That model can have one of the following <a href="/wh40k9ed/factions/space-marines/#White-Scars-Special-issue-Wargear">Special-issue Wargear Relics</a>, even though they are not a <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a>: <a href="/wh40k9ed/factions/space-marines/#Master-crafted-Weapon-1">Master-crafted Weapon</a>; <a href="/wh40k9ed/factions/space-marines/#Digital-Weapons-1">Digital Weapons</a>; <a href="/wh40k9ed/factions/space-marines/#Headtaker-s-Trophies">Headtaker’s Trophies</a>; <a href="/wh40k9ed/factions/space-marines/#Stormwrath-Bolts">Stormwrath Bolts</a>. All of the Relics your army includes must be different and be given to different models.|000003618007|
SM|TEMPERED BY WISDOM|White Scars – Requisition Stratagem|1|The heroes of the White Scars are storied veterans who combine cunning and experience with red-handed ferocity.|000000078|Use this Stratagem after nominating a <span class="tooltip00802" data-tooltip-content="#tooltip_content00802" data-tooltip-anchor="#tooltip_content00802"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">CHARACTER</span></span> model that is not a named character to be your <a href="/wh40k9ed/the-rules/core-rules/#The-Warlord"><span class="kwb">WARLORD</span></a>. You can generate one additional Warlord Trait for them; this must be from the <a href="/wh40k9ed/factions/space-marines/#White-Scars-Warlord-Traits">White Scars Warlord Traits</a> table. All of the Warlord Traits your army includes must be different (if randomly generated, re-roll duplicate results). You can only use this Stratagem once per battle.|000003618014|
SM|BORN IN THE SADDLE|White Scars – Strategic Ploy Stratagem|1|To the natives of Chogoris, mounted combat comes as easily and naturally as breathing. In the White Scars these skills are honed to a lethal edge.|000000078|Use this Stratagem when a <span class="tooltip00803" data-tooltip-content="#tooltip_content00803" data-tooltip-anchor="#tooltip_content00803"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">BIKER</span></span> unit from your army <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>. That unit can still shoot this turn.|000003618002|
SM|BUTCHERED QUARRY|White Scars – Strategic Ploy Stratagem|1|Many attempt to flee from the White Scars’ wrath like prey put to flight. Yet the huntsmen of Chogoris are not so easily evaded.|000000078|Use this Stratagem when an enemy unit <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a> within 1" of any <span class="tooltip00805" data-tooltip-content="#tooltip_content00805" data-tooltip-anchor="#tooltip_content00805"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">INFANTRY</span></span> or <span class="tooltip00803" data-tooltip-content="#tooltip_content00803" data-tooltip-anchor="#tooltip_content00803"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">BIKER</span></span> units from your army, before it moves. Select one of those <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> units that is not within 1" of any other enemy units; each model in the selected unit can make one attack with a melee weapon against that enemy unit as if they were within 1" of it. After these attacks are made, if that enemy unit is not destroyed, it can then make its <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Fall Back</a> move; after it has moved, each model in the selected unit can move up to 3", so long as they end this move closer to that enemy unit and not within 1" of any enemy units.|000003618003|
SM|RIDE HARD, RIDE FAST|White Scars – Strategic Ploy Stratagem|1|Like zephyrs dancing across the Chogorian steppes, the White Scars weave lithely around incoming fire.|000000078|Use this Stratagem after a <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> unit from your army <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, when resolving an attack made with a ranged weapon against that unit, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|000003618005|
SM|LIGHTNING DEBARKATION|White Scars – Strategic Ploy Stratagem|1|White Scars infantry are masters of rapidly deploying from armoured transports, often before the vehicle has even halted!|000000078|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, after a <span class="tooltip00804" data-tooltip-content="#tooltip_content00804" data-tooltip-anchor="#tooltip_content00804"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">TRANSPORT</span></span> unit from your army that does not have the Flyer <a href="/wh40k9ed/the-rules/core-rules/#Battlefield-Role">Battlefield Role</a> moves. <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> units embarked aboard that unit can immediately <a href="/wh40k9ed/the-rules/core-rules/#Disembark">disembark</a>, but any that do so cannot make a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a> this turn.|000003618006|
SM|HUNTERS’ FUSILLADE|White Scars – Strategic Ploy Stratagem|1|White Scars train tirelessly to accurately fire even the heaviest weapons whilst racing into battle.|000000078|Use this Stratagem when a <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> unit from your army <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advances</a>. Until the end of the turn, <a href="/wh40k9ed/the-rules/core-rules/#HEAVY">Heavy weapons</a> and <a href="/wh40k9ed/the-rules/core-rules/#RAPID-FIRE">Rapid Fire weapons</a> models in that unit are equipped with are treated as <a href="/wh40k9ed/the-rules/core-rules/#ASSAULT">Assault weapons</a> (e.g. a Rapid Fire 2 weapon is treated as an Assault 2 weapon).|000003618008|
SM|CHOGORIAN THUNDERBOLTS|White Scars – Strategic Ploy Stratagem|1|White-armoured bikers hit the enemy lines like fulminating spears of lightning from the glowering clouds of Chogoris.|000000078|Use this Stratagem when a <span class="tooltip00803" data-tooltip-content="#tooltip_content00803" data-tooltip-anchor="#tooltip_content00803"><span class="kwb">WHITE</span> <span class="kwb">SCARS</span> <span class="kwb">BIKER</span></span> unit from your army finishes a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge move</a>. For each model in that unit, you can select one enemy unit within 1" of that model and roll one D6; for each roll of a 6, that enemy unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|000003618009|
SM|FEINTING WITHDRAWAL|White Scars – Strategic Ploy Stratagem|1|The White Scars break away from their foes, laying down withering fire to butcher those foolish enough to give chase.|000000078|Use this Stratagem when a <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> unit from your army <a href="/wh40k9ed/the-rules/core-rules/#Fall-Back">Falls Back</a>. That unit can still shoot this turn.|000003618013|
SM|ENCIRCLEMENT|White Scars – Strategic Ploy Stratagem|1|The Great Khan espoused the value of circling the enemy warily and then striking suddenly from an unexpected quarter, the better to land the killing blow.|000000078|Use this Stratagem during the Declare Reserves and Transports step of your mission. Select one <span class="kwb">WHITE</span> <span class="kwb">SCARS</span> unit (excluding <span class="kwb">ARTILLERY</span> and <span class="kwb">BUILDINGS</span>) from your army. You can set up that unit in outflank instead of setting it up on the battlefield. If you do, at the end of one of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phases</a> you can set up that unit wholly within 6" of any battlefield edge and more than 9" away from any enemy models.|000003618016|
SM|TRACK AND HUNT|Wolfspear – Battle Tactic Stratagem|1|No foe can escape the hunt, nor hide from the master trackers of the Wolfspear.|000000163|Use this Stratagem at the end of your <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. Select one friendly <span class="tooltip00806" data-tooltip-content="#tooltip_content00806" data-tooltip-anchor="#tooltip_content00806"><span class="kwb">WOLFSPEAR</span> <span class="kwb">CORE</span></span> unit, then select one enemy unit within 24" of it. Until the end of your turn, each time a model in that unit makes an attack against that enemy unit, that enemy unit does not receive the <a href="/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover">benefits of cover</a> for that attack.|000005986002|
SM|KILLING BLOW|Wolfspear – Battle Tactic Stratagem|1|When their prey is bleeding out, the Wolfspear strike hardest to deliver the killing blow.|000000163|Use this Stratagem in your <a href="/wh40k9ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> or the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, when a <span class="tooltip00806" data-tooltip-content="#tooltip_content00806" data-tooltip-anchor="#tooltip_content00806"><span class="kwb">WOLFSPEAR</span> <span class="kwb">CORE</span></span> unit from your army is selected to shoot or fight. Until the end of the phase, each time a model in that unit makes an attack, if the target of that attack was below <a href="/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units">Half Strength</a> when it was selected as the target, or if the target has a <a href="/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units">Starting Strength</a> of 1 and had half or less of its wounds remaining when it was selected as the target, add 1 to the <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a>.|000005986003|
