roll|name|faction_id|faction_name|legend|type|description|
5|PAVANE OF SLAANESH|CD|Chaos Daemons|As the psyker sings, its spasming victims’ flesh tears and bones snap as they dance themselves to death.|Psychic Powers|Pavane of Slaanesh has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to them. Roll a D6 for each model in the unit; the unit suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each roll of 6.|
6|PHANTASMAGORIA|CD|Chaos Daemons|The psyker summons illusions to terrify and entice their foes.|Psychic Powers|Phantasmagoria has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, enemy units must subtract 1 from their Leadership characteristic until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> whilst they are within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>.|
1|INFERNAL GAZE|CD|Chaos Daemons|Unholy power streams from Be’lakor’s eyes, charring and melting everything caught in its path.|Dark Hereticus Discipline|Infernal Gaze has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 18" of <a href="/wh40k9ed/factions/chaos-daemons/Be-lakor">Be’lakor</a> and is visible to him and roll 3 dice. The target suffers one <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each roll of 4+.|
2|DEATH HEX|CD|Chaos Daemons|Be’lakor places a dire hex upon his enemies. Wards and energised shields flicker and fail, leaving the foe exposed.|Dark Hereticus Discipline|Death Hex has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 12" of <a href="/wh40k9ed/factions/chaos-daemons/Be-lakor">Be’lakor</a> and is visible to him. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that unit cannot take <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saves</a>.|
3|GIFT OF CHAOS|CD|Chaos Daemons|As the power of the warp surges through Be’lakor’s victim, bones snap and flesh rips as a new form takes shape.|Dark Hereticus Discipline|Gift of Chaos has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy model that is within 6" of <a href="/wh40k9ed/factions/chaos-daemons/Be-lakor">Be’lakor</a> and is visible to him and roll a D6. If the result is greater than the target’s Toughness characteristic, its unit suffers D3+3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If a <a href="/wh40k9ed/the-rules/core-rules/#Characters">CHARACTER</a> is slain by this power, you can add a <a href="/wh40k9ed/factions/chaos-daemons/#Chaos-Spawn">Chaos Spawn</a> to your army and set it up within 1" of the character before it is removed.|
1|Infernal Gaze|TS|Thousand Sons|Unholy power streams from the psyker’s eyes, charring and melting everything caught in its path.|Psychic Powers|Infernal Gaze has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to him and roll 3 dice. The target suffers one <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each roll of 4+.|
2|Death Hex|TS|Thousand Sons|The Sorcerer places a dire hex upon his enemies. Wards and energised shields flicker and fail, leaving the foe exposed.|Psychic Powers|Death Hex has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> and visible to him. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, that unit cannot take <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saves</a>.|
3|Gift of Chaos|TS|Thousand Sons|As the power of the warp surges through the psyker’s victim, bones snap and flesh rips as a new form takes shape.|Psychic Powers|Gift of Chaos has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an enemy unit that is within 6" of the psyker and visible to him and roll a D6. If the result is greater than the target’s Toughness, it suffers D3+3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If a <span class="kwb">CHARACTER</span> is destroyed by this power, you can add one <a href="/wh40k9ed/factions/thousand-sons/Chaos-Spawn">Chaos Spawn</a> to your army within 6" of the character and not within <a href="/wh40k9ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units before they are removed as a casualty.|
4|Prescience|TS|Thousand Sons|By focusing his warp-sight the psyker can guide the aim of his allies, bringing a swift and merciless death to their foes.|Psychic Powers|Prescience has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a <span class="tooltip01201" data-tooltip-content="#tooltip_content01201" data-tooltip-anchor="#tooltip_content01201"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span></span> unit within 18" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. You can add 1 to all <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit rolls</a> made for that unit until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.|
5|Diabolic Strength|TS|Thousand Sons|The unholy energies of Chaos course through the recipient, swelling his frame with the strength to tear a tank in two.|Psychic Powers|Diabolic Strength has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a <span class="tooltip01201" data-tooltip-content="#tooltip_content01201" data-tooltip-anchor="#tooltip_content01201"><span class="kwb">HERETIC</span> <span class="kwb">ASTARTES</span></span> model within 12" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 2 to that model’s Strength characteristic and 1 to its Attacks characteristic.|
6|Warptime|TS|Thousand Sons|The power of the immaterium bursts from the psyker, warping time and heightening the speed of his allies.|Psychic Powers|Warptime has a warp charge value of 6. If manifested, pick a <span class="kwb">THOUSAND</span> <span class="kwb">SONS</span> unit (excluding <span class="tooltip01790" data-tooltip-content="#tooltip_content01790" data-tooltip-anchor="#tooltip_content01790"><span class="kwb">AIRCRAFT</span></span>) within 3" of the psyker. That unit can immediately move as if it were its <a href="/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>. You cannot use <i>Warptime</i> on a unit more than once per <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>.|
|1. ANTIMATTER METEOR|NEC|Necrons|This C'tan Shard gathers an orb of roiling antimatter, before hurling the crackling projectile into the midst of the foe.|Powers of the C’tan|Roll one D6, adding 1 to the roll if this <span class="tooltip00785" data-tooltip-content="#tooltip_content00785" data-tooltip-anchor="#tooltip_content00785"><span class="kwb">C'TAN</span> <span class="kwb">SHARD</span></span> is a <span class="tooltip01791" data-tooltip-content="#tooltip_content01791" data-tooltip-anchor="#tooltip_content01791"><span class="kwb">TESSERACT</span> <span class="kwb">VAULT</span></span>: on a 3-5, the closest enemy unit that is within 24" of and visible to this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span> suffers 3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 6+, that enemy unit suffers D3+3 mortal wounds.|
|2. TIME’S ARROW|NEC|Necrons|Twisting the flow of causality and remoulding temporal streams, this C'tan Shard erases its foe's existence from space and time.|Powers of the C’tan|Select one enemy unit within 18" of and visible to this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span>. Roll one D6, adding 1 to the roll if this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span> is a <span class="kwb">TESSERACT</span> <span class="kwb">VAULT</span>: if the total equals or exceeds the Wounds characteristic of any models in that enemy unit, your opponent selects one of those models to be destroyed.|
|3. SKY OF FALLING STARS|NEC|Necrons|Savagely beautiful spheres of coruscating light plummet from the cold depths of space, growing to roaring bale-stars as they approach, then impacting with killing force.|Powers of the C’tan|Select up to three enemy units within 24" of this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span>. For each of those units, roll one D6: on a 1-5, if the dice result is less than the number of models in that unit, that unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span> is a <span class="kwb">TESSERACT</span> <span class="kwb">VAULT</span>, that unit suffers 3 mortal wounds from this power, instead of D3.|
|4. COSMIC FIRE|NEC|Necrons|At this C'tan Shard's gestured command, a pillar of black fire streaks down from the heavens to consume the foe.|Powers of the C’tan|Roll one D6 for each enemy unit within 9" of this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span>: on a 4+, that unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. If this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span> is a <span class="kwb">TESSERACT</span> <span class="kwb">VAULT</span>, units suffer 3 mortal wounds from this power, instead of D3.|
|5. SEISMIC ASSAULT|NEC|Necrons|Stone fractures and ores melt as the C'tan Shard drags up tides of magma from deep below. Foes are plunged screaming into steamgushing vents as the land shatters beneath them, while tectonic shock waves hurl others from their feet with bone-breaking force.|Powers of the C’tan|Select one enemy unit within 18" of and visible to this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span>. Roll one D6 for each model in that unit, adding 1 to the roll if this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span> is a <span class="kwb">TESSERACT</span> <span class="kwb">VAULT</span>: for each 6+, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>, to a maximum of 10 mortal wounds.|
|6. TRANSDIMENSIONAL THUNDERBOLT|NEC|Necrons|The C'tan Shard projects a crackling bolt of energy from its outstretched palm, blasting its foe into oblivion.|Powers of the C’tan|Select one enemy unit within 24" of and visible to this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span> (an enemy <a href="/wh40k9ed/the-rules/core-rules/#Characters"><span class="kwb">CHARACTER</span></a> unit with a Wounds characteristic of 9 or less cannot be selected for this power while it is within 3" of another enemy unit, unless that <span class="kwb">CHARACTER</span> unit is the closest visible enemy unit). Roll one D6: on a 2+, that unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>. Then, roll one D6 for each other enemy unit within 3" of the selected unit: on a 4+, that unit suffers 1 mortal wound. If this <span class="kwb">C'TAN</span> <span class="kwb">SHARD</span> is a <span class="kwb">TESSERACT</span> <span class="kwb">VAULT</span>, roll for each other enemy unit within 6" of the selected unit, instead of 3".|
1|VEIL OF TIME|DW|Deathwatch|The psyker projects his will beyond the regular passage of time, taking in the strands of fate before returning to the present to sway the tide of battle.|Librarius Discipline|Veil of Time has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, pick an <span class="tooltip01792" data-tooltip-content="#tooltip_content01792" data-tooltip-anchor="#tooltip_content01792"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span></span> unit within 18". Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, you can re-roll <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> and <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance rolls</a> for that unit and they always fight first in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, even if they didn’t charge. If the enemy has units that have charged, or that have a similar ability, then alternate choosing units to fight with, starting with the player whose turn is taking place.|
2|MIGHT OF HEROES|DW|Deathwatch|The psyker cages the immense power of the immaterium within his physical form and becomes the Emperor’s vengeance made manifest.|Librarius Discipline|Might of Heroes has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select an <span class="tooltip01792" data-tooltip-content="#tooltip_content01792" data-tooltip-anchor="#tooltip_content01792"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span></span> model within 12". Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, add 1 to that model’s Strength, Toughness and Attacks characteristics.|
3|PSYCHIC SCOURGE|DW|Deathwatch|The psyker pits his superhuman willpower against that of his enemies in a battle of mental fortitude, seeking to destroy their minds in a burst of psychic fury.|Librarius Discipline|Psychic Scourge has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a visible enemy unit within 18". Then, roll a D6 and add the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker’s</a> Leadership to the result. Your opponent then rolls a D6 and adds the Leadership of their unit to the result. If the psyker’s total score is greater than the enemy’s, the enemy unit suffers D3 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; if it is equal to the enemy’s score, the enemy unit suffers one mortal wound; if it is less than the enemy’s score, nothing happens.|
4|FURY OF THE ANCIENTS|DW|Deathwatch|Calling upon the myths and legends of his Chapter’s home world, the psyker sends forth a terrifying monstrosity wrought from psychic energy.|Librarius Discipline|Fury of the Ancients has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, roll 3D6 and select a visible enemy model within that many inches of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a> (if no enemy models are within this range, this power has no further effect). Draw an imaginary straight line between the psyker and that model; each enemy unit that this line passes over or through suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
5|PSYCHIC FORTRESS|DW|Deathwatch|Drawing on boundless reserves of inner strength, the psyker shields his mind – and those of his battle-brothers – from mortal fears and the threat of sorcerous assault.|Librarius Discipline|Psychic Fortress has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select a friendly <span class="tooltip01792" data-tooltip-content="#tooltip_content01792" data-tooltip-anchor="#tooltip_content01792"><span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span></span> unit within 18". Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> that unit automatically passes <a href="/wh40k9ed/the-rules/core-rules/#Morale-Tests">Morale tests</a> and you can roll a D6 each time it suffers a <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> from a psychic power; on a 4+ that mortal wound is ignored.|
6|NULL ZONE|DW|Deathwatch|The psyker unleashes the full might of his mind to cast down his opponent’s defences, both technological and mystical, rendering them vulnerable to the retribution of the Adeptus Astartes.|Librarius Discipline|Null Zone has a warp charge value of 8. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, then until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, while they are within 6" of the <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>, enemy models cannot take <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable saves</a> and must halve the result of any <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic tests</a> (rounding up) that they take.|
1|PRECOGNITION|SM|Space Marines|The Librarian sees the trajectory of incoming attacks, allowing him to slip effortlessly around them. To the outside observer, it seems neither bullet nor blade can touch him.|Indomitus Discipline|<b>Blessing:</b> Precognition has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, then until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a> this psyker has a 5+ <a href="/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a> and, when resolving an attack made against this psyker, subtract 1 from the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>.|
2|SCRYER’S GAZE|SM|Space Marines|Looking into the twisted strands of the warp to divine the future, the Librarian hopes to predict the enemy’s plans and dispositions. With such knowledge, they can devise new strategies, guide their battle-brothers and alter the course of an entire war zone.|Indomitus Discipline|<b>Blessing:</b> Scryer’s Gaze has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, if your army is <a href="/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES">Battle-forged</a> you can choose to immediately gain 1 <a href="/wh40k9ed/the-rules/core-rules/#Command-Points">Command Point</a>. If you choose not to then, once this turn, when resolving an attack made by a model from a friendly <span class="tooltip01793" data-tooltip-content="#tooltip_content01793" data-tooltip-anchor="#tooltip_content01793"><span class="kwb">ULTRAMARINES</span></span> unit whilst its unit is within 18" of this <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">psyker</a>, you can re-roll the <a href="/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll">hit roll</a>, <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> or damage roll.|
3|TELEPATHIC ASSAULT|SM|Space Marines|Gathering his mental might into a searing blade of psychic energy, the Librarian unleashes an overwhelming empyric attack upon his enemy’s mind. Foes scream and collapse, blood jetting from their eyes as their brains burst asunder.|Indomitus Discipline|<b>Witchfire:</b> Telepathic Assault has a warp charge value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 24" of and visible to this psyker. Roll 2D6 and add 2 to the result; that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> for each point by which the total exceeds the highest Leadership characteristic of models in that unit.|
4|STORM OF THE EMPEROR’S WRATH|SM|Space Marines|Stretching forth one armoured gauntlet, the Librarian unleashes a ravening tempest of psychic blasts. Striking like lightning, these actinic energy bolts burn flesh black and overload the machine spirits of enemy war engines with a crackling roar.|Indomitus Discipline|<b>Witchfire:</b> Storm of the Emperor’s Wrath has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select the nearest enemy unit that is within 18" of and visible to this psyker. Roll one D6 for each model in that unit; for each 6 that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
5|PSYCHIC SHACKLES|SM|Space Marines|The Librarian plunges into his foes’ minds, trammelling their souls, crushing their will to fight on and stalling their advance in its tracks.|Indomitus Discipline|<b>Malediction:</b> Psychic Shackles has a warp charge value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this psyker. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, halve the Move characteristic (rounding up) of models in that unit, and when a <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge roll</a> or <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance roll</a> is made for that unit, subtract 1 from that roll. A unit cannot be affected by both this psychic power and the <a href="/wh40k9ed/factions/space-marines/#Obscuration-Discipline-1">Tenebrous Curse</a> psychic power at the same time.|
6|EMPYRIC CHANNELLING|SM|Space Marines|The Librarian focuses his thoughts to channel warp energies into one of his psychically attuned brothers, achieving a harmonious psychic choristry that magnifies his powers by an order of magnitude.|Indomitus Discipline|<b>Blessing:</b> Empyric Channelling has a warp charge value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one other friendly <span class="tooltip01794" data-tooltip-content="#tooltip_content01794" data-tooltip-anchor="#tooltip_content01794"><span class="kwb">ULTRAMARINES</span> <span class="kwb">LIBRARIAN</span></span> model within 12" of this psyker. Until the end of this <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, when a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> is taken for that model, add 2 to the total, and that model does not suffer <a href="/wh40k9ed/the-rules/core-rules/#Perils-of-the-Warp">Perils of the Warp</a> on a roll of double 1 or double 6.|
1|SHROUDED STEP|CD|Chaos Daemons|A black fume envelopes the psyker’s allies. It flows across the battlefield before coalescing into a roiling darkness from which they then emerge.|Army of Renown: Disciples of Be’lakor|<b>Blessing:</b> Shrouded Step has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If manifested, select one friendly <span class="kwb">DISCIPLES</span> <span class="kwb2">OF</span> <span class="kwb">BE’LAKOR</span> <span class="kwb">INFANTRY</span> unit within 18" of this <span class="kwb">PSYKER</span>. Remove that unit from the battlefield and set them up anywhere on the battlefield that is more than 9" from any enemy models. If that unit <a href="/wh40k9ed/the-rules/core-rules/#Remain-Stationary">Remained Stationary</a> this turn, it is instead treated as having made a <a href="/wh40k9ed/the-rules/core-rules/#Normal-Move">Normal Move</a> this turn.|
2|WREATHED IN SHADES|CD|Chaos Daemons|The psyker draws from the warp a churning mass of damned shades, abandoned worshippers of Be’lakor now doomed to conceal and protect his current servants.|Army of Renown: Disciples of Be’lakor|<b>Blessing:</b> Wreathed in Shades has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one friendly <span class="kwb">DISCIPLES</span> <span class="kwb2">OF</span> <span class="kwb">BE’LAKOR</span> unit (excluding <span class="kwb">MONSTER</span> and <span class="kwb">VEHICLE</span> units) within 12" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, enemy models cannot target that unit with ranged weapons unless that unit is the closest eligible target to the firing model or it is within 12" of the firing model.|
3|PALL OF DESPAIR|CD|Chaos Daemons|The psyker draws forth every bleak imagining and hopeless terror their victims have ever felt, drowning his enemies’ minds in misery until they barely have the will to keep breathing.|Army of Renown: Disciples of Be’lakor|<b>Malediction:</b> Pall of Despair has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit that is within 18" of and visible to this <span class="kwb">PSYKER</span>: Roll 3D6: if the result is greater than the enemy units Leadership characteristic, select one of the following to apply to that unit until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>:<br><ul><li>If that unit has any <a href="/wh40k9ed/the-rules/core-rules/#Aura-Abilities">Aura abilities</a>, select one of those abilities. Until the start of your next Psychic phase, that unit loses that ability.</li><li>Until the start of your next Psychic phase, that unit cannot perform <a href="/wh40k9ed/the-rules/core-rules/#Performing-Actions">actions</a> (if that unit is currently <a href="/wh40k9ed/the-rules/core-rules/#Performing-Actions">performing an action</a>, it immediately fails).</li><li>Until the start of your next Psychic phase, in the <a href="/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, that unit is not eligible to fight that phase until after all eligible units from your army have done so.</li></ul>|
4|VOIDSLIVERS|CD|Chaos Daemons|Reaching with their mind into the darkest depths of the void, the psyker draws forth crystallised slivers of terror, misery and loss before hurling them in a storm at the foe. The darts rip through soul-matter, while leaving the enemy's corporeal forms lifeless but seemingly unharmed.|Army of Renown: Disciples of Be’lakor|<b>Witchfire:</b> Voidslivers has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 5. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy model that is within 12" of and visible to this <span class="kwb">PSYKER</span>. Draw a line between any part this <span class="kwb">PSYKER</span>’s base and any part of the selected models base (or hull):<br><ul><li>The selected models unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a> (if that unit contains 11 or more models, it suffers D3 mortal wounds instead).</li><li>Every other enemy unit that this line passes over or through suffers 1 mortal wound (if that unit contains 11 or more models, it suffers D3 mortal wounds instead).</li></ul>|
5|PENUMBRAL CURSE|CD|Chaos Daemons|The psyker curses the blades of the enemy, causing them to become as insubstantial as shadows and to pass harmlessly through the very foes they should have hewn in two.|Army of Renown: Disciples of Be’lakor|<b>Malediction:</b> Penumbral Curse has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 7. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of this <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, each time a model in that unit makes a melee attack, subtract 1 from that attack’s <a href="/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll">wound roll</a> and reduce the Armour Penetration characteristic of that attack by 1.|
6|BETRAYING SHADES|CD|Chaos Daemons|Falling to the psyker’s whispered blandishments, the enemy's very shadows turn upon them, clawing and ripping at the mortal forms that cast them.|Army of Renown: Disciples of Be’lakor|<b>Witchfire:</b> <i>Betraying Shades</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>, select one enemy unit within 18" of and visible to this Psyker. Select up to 6 models in that unit, and add together the unmodified Attacks characteristics of those models. Roll a number of D6 equal to the total (for example, if five of the selected models had an Attacks characteristic of 2, and one had an Attacks characteristic of 3, you would roll thirteen D6). If the result of the <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">Psychic test</a> was 11 or more, add 1 to each dice result. For each roll of 6+, that unit suffers 1 <a href="/wh40k9ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|
1|ROAR OF MORK|ORK|Orks|The Wurrboy opens his gob impossibly wide and gives vent to a bellowing roar that reverberates through his enemies minds. Coherent thought becomes nigh on impossible, and as the roar thunders on, panic begins to spread.|Beasthead Discipline|<b>Malediction (Aura):</b> <i>Roar of Mork</i> has a <a href="/wh40k9ed/the-rules/core-rules/#Psychic-Tests">warp charge</a> value of 6. If <a href="/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers">manifested</a>:<br><ul><li>Select one enemy unit within 18" and visible to the <span class="kwb">PSYKER</span>. Until the start of your next <a href="/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE">Psychic phase</a>, subtract 2 from <a href="/wh40k9ed/the-rules/core-rules/#Advance">Advance</a> and <a href="/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit">charge rolls</a> made for that unit.</li><li>Until the start of your next Psychic phase, while an enemy unit is within 18" of this <span class="kwb">PSYKER</span>, subtract 1 from the Leadership characteristic of models in that unit.</li></ul>|
